date_witness,date_filed,witness,agent,lat_,long_,city,country,region_hq,armed?,chapeau?,coat?,observed_action
2008-01-30,2008-03-06,Thomas Smith,Charles Mitchell,41.1053,-7.32097,Custoias,PT,Lisbon,False,True,True,happy
1992-06-09,1992-07-11,Larry Soto,Regina Henderson,57.14369,-2.09814,Aberdeen,GB,London,True,True,True,silent
2014-01-30,2014-02-21,Ernest Martinez,Ashley Larson,52.21099,7.02238,Gronau,DE,Berlin,False,False,True,lonely
2007-10-15,2007-12-07,Michael Allen,Michelle Jarvis,43.61058,1.33467,Colomiers,FR,Paris,False,False,True,talkative
1995-07-17,1995-08-08,Karen Gross,Jose Hunt,51.21667,6.26667,Schwalmtal,DE,Berlin,False,True,True,sad
2003-03-21,2003-03-25,Carol Romero,Stephen Ferguson,39.22493,42.85693,Patnos,TR,Istanbul,False,False,True,tense
1990-08-30,1990-10-05,Samantha Sanchez,Cynthia Carr,52.53048,13.29371,Charlottenburg-Nord,DE,Berlin,False,True,True,evasive
2001-02-10,2001-02-19,Joshua Johnson,James Brock,53.93361,37.92792,Kireyevsk,RU,Moscow,True,True,True,confessing
1988-01-24,1988-03-11,Travis Olson,Joseph Nguyen,37.05944,37.3825,Gaziantep,TR,Istanbul,False,False,True,scared
1986-10-06,1986-11-23,Christina Mcmahon,Kathy Meadows,41.24264,16.50104,Bisceglie,IT,Rome,False,True,True,worried
2016-05-17,2016-05-25,Stacy Freeman,Gerald Green,53.93361,37.92792,Kireyevsk,RU,Moscow,False,False,True,out-of-control
1989-12-13,1989-12-22,Jonathan Kennedy,Jessica Joseph,52.4581,13.28702,Dahlem,DE,Berlin,False,True,True,injured
2013-02-04,2013-02-22,Catherine Horn DDS,Jordan Torres,52.86147,9.5926,Walsrode,DE,Berlin,True,True,True,sad
2011-04-25,2011-06-23,Ashley Armstrong,Dawn Pierce,43.32393,5.4584,Les Olives,FR,Paris,False,False,True,panicking
2002-05-07,2002-07-05,Donna Sullivan,Nathaniel Jackson,43.11667,1.6,Pamiers,FR,Paris,False,True,True,out-of-control
2015-01-19,2015-03-15,Timothy Maldonado,Mark Valenzuela,41.1053,-7.32097,Custoias,PT,Lisbon,True,True,True,injured
1995-09-08,1995-11-02,Robert Herring,Cynthia Moore,43.50891,16.43915,Split,HR,Zagreb,False,True,False,scared
2002-08-12,2002-08-16,Derek Dennis,Jane Hall,42.0,21.32778,Saraj,MK,Skopje,False,False,True,confessing
2011-08-03,2011-09-20,Jennifer Johnson,Jennifer Cook,37.05944,37.3825,Gaziantep,TR,Istanbul,False,True,True,insulting
2020-05-09,2020-05-19,Nicole Johnson MD,Steven Edwards,42.8139,-1.64295,Segundo Ensanche,ES,Madrid,False,False,True,tense
1998-04-10,1998-05-02,William Kelly,Diana Torres,44.75874,19.21437,Bijeljina,BA,Sarajevo,False,True,True,silent
2005-11-11,2005-11-25,Beth Mcclure,Michelle Green,38.72706,-9.24671,Carnaxide,PT,Lisbon,False,False,False,sad
2019-03-21,2019-03-27,Katie Hernandez,Jeffery Lee,41.63976,2.35739,Cardedeu,ES,Madrid,False,True,True,scared
2009-08-13,2009-09-05,Robin Weaver,Timothy Williams,52.86147,9.5926,Walsrode,DE,Berlin,False,True,True,panicking
2020-02-04,2020-02-20,James Mullins,Mr. Rodney Franco,60.18427,24.95034,Kallio,FI,Helsinki,False,False,True,injured
1994-05-08,1994-07-06,Douglas Clark,Rose Reed,51.12794,4.21372,Temse,BE,Brussels,False,True,True,paranoid
2021-05-01,2021-06-21,Dwayne Contreras,Shannon Norman,51.88333,8.51667,Verl,DE,Berlin,True,False,True,silent
2019-08-03,2019-09-04,John Rojas,Michael Maynard,54.03876,43.91385,Kovylkino,RU,Moscow,True,True,True,silent
2015-05-06,2015-05-29,Theresa Weaver,Alan Ford,41.91886,8.73812,Ajaccio,FR,Paris,False,False,True,evasive
1999-07-13,1999-07-23,Paula Murillo,Jeffrey Johnson,43.83125,5.03586,Cavaillon,FR,Paris,False,True,True,unhappy
2007-08-01,2007-09-15,Jennifer Vaughan,Jacob Carlson,48.77644,2.29026,Sceaux,FR,Paris,False,False,True,injured
2021-01-14,2021-03-04,Michelle White,Julia Reynolds,39.22493,42.85693,Patnos,TR,Istanbul,False,True,True,talkative
2019-08-14,2019-09-07,Karen White,Lindsey Wheeler,50.20528,19.27498,Jaworzno,PL,Warsaw,True,True,True,friendly
2018-07-21,2018-09-03,Brian Wright,Garrett Lawrence,43.83125,5.03586,Cavaillon,FR,Paris,False,True,True,panicking
1994-10-16,1994-11-21,Brandon Johnson,Reginald Harvey,48.28259,9.72749,Ehingen,DE,Berlin,False,True,False,fleeing
2002-04-12,2002-04-21,Natasha Williams,Samuel Jackson,37.31065,13.57661,Agrigento,IT,Rome,False,True,True,lonely
1998-07-19,1998-07-29,Ashley Williams,Adam Mathis,42.62833,20.89389,Glogovac,XK,Belgrade,False,True,True,happy
2020-10-16,2020-10-25,Hayley Munoz,Jamie Martin,37.31309,40.74357,Mardin,TR,Istanbul,False,True,True,sad
2007-01-09,2007-02-16,Christopher Berg,Darlene Pitts,52.26083,7.00417,Losser,NL,Amsterdam,False,False,True,out-of-control
2020-06-29,2020-07-11,Daniel Love,Misty Young,43.50891,16.43915,Split,HR,Zagreb,False,False,False,hostile
1997-07-23,1997-09-03,Timothy Henry,Patricia Miller,44.31771,9.32241,Chiavari,IT,Rome,False,True,True,silent
1987-08-26,1987-10-07,Steven Mcdaniel,Teresa Diaz,41.91738,3.1631,Palafrugell,ES,Madrid,False,False,False,scared
2014-06-17,2014-06-26,Nicole Jensen,Ashley Howell,51.65,-0.2,Barnet,GB,London,False,True,True,fleeing
1990-10-27,1990-11-08,Douglas Lee,Fernando Davis,43.78956,7.60872,Ventimiglia,IT,Rome,True,False,True,oblivious
2014-08-15,2014-09-05,Dennis Evans,James Williams,43.11667,1.6,Pamiers,FR,Paris,False,False,True,silent
2006-05-29,2006-07-16,Nicole Gibson,Katelyn Cook,43.48961,-8.2194,Ferrol,ES,Madrid,False,False,True,scared
1996-10-20,1996-10-27,Timothy Kramer,Kimberly Woods,48.79325,2.29275,Fontenay-aux-Roses,FR,Paris,False,True,False,silent
1991-07-17,1991-07-25,Kathy Dunlap,Latasha Norris,51.38673,0.30367,Hartley,GB,London,False,True,True,lonely
2019-11-16,2019-11-19,Samuel Nguyen,Elizabeth Cook,47.56494,31.33078,Voznesensk,UA,Kiev,False,False,True,silent
2011-07-07,2011-08-08,Debra Wright,Kaitlyn Booker,50.9803,11.32903,Weimar,DE,Berlin,False,True,True,silent
1999-06-25,1999-07-08,Maria Lopez,Dr. Crystal Mccormick,58.1908,40.17171,Danilov,RU,Moscow,False,True,True,oblivious
2005-01-17,2005-02-08,Casey Francis,Ashley Larson,57.30185,39.85331,Gavrilov-Yam,RU,Moscow,False,False,True,tense
2018-05-14,2018-05-16,Shannon Goodman,Amanda Brown,45.79377,8.88104,Malnate,IT,Rome,False,False,True,unhappy
1992-04-07,1992-04-27,Frank Ortiz,Gregory Hanson,40.53123,17.58522,Francavilla Fontana,IT,Rome,False,True,True,insulting
2017-10-28,2017-11-10,Thomas Booth,Larry Wiggins,42.64685,-5.55835,Villaquilambre,ES,Madrid,False,False,True,paranoid
1999-06-21,1999-08-15,Jasmine Howell,Lindsey Hoover,38.13708,41.00817,Silvan,TR,Istanbul,False,False,True,tense
2019-05-07,2019-05-11,Joseph Wyatt,Laura Reynolds,54.03876,43.91385,Kovylkino,RU,Moscow,False,True,True,oblivious
2014-05-21,2014-06-07,John Johnson,Destiny Peterson,50.18545,27.06365,Shepetivka,UA,Kiev,False,True,True,complaining
1996-03-08,1996-03-30,Samuel Warner,Paul Garner,44.75874,19.21437,Bijeljina,BA,Sarajevo,False,False,True,fleeing
1986-02-26,1986-04-02,Derrick Salinas,Stacey Morris,50.20528,19.27498,Jaworzno,PL,Warsaw,False,False,True,sad
2017-01-29,2017-02-24,Abigail Miller,Christopher Baker,41.91738,3.1631,Palafrugell,ES,Madrid,False,False,True,accusatory
2000-05-16,2000-06-29,Thomas Robinson,Nicole Adams,65.84811,24.14662,Tornio,FI,Helsinki,False,True,True,evasive
2014-11-23,2014-12-25,Juan Garza,Michelle Jarvis,41.20485,-8.33147,Paredes,PT,Lisbon,False,True,True,friendly
1990-04-27,1990-04-29,Jose Barber,Adam Smith,53.6052,10.03988,Barmbek-Nord,DE,Berlin,True,True,True,hostile
2002-10-10,2002-10-20,Willie Solomon,Garrett Cook,55.63711,37.38115,Solntsevo,RU,Moscow,False,False,True,silent
1997-07-03,1997-07-10,Tracy Warner,Diana Torres,54.39304,53.26023,Bavly,RU,Moscow,False,True,True,evasive
1997-11-09,1997-12-23,Isaac Gomez,Matthew Brown,39.12074,27.18052,Bergama,TR,Istanbul,True,True,True,worried
1986-07-13,1986-07-29,Larry Henson,Sharon Young,43.1122,12.38878,Perugia,IT,Rome,False,False,True,silent
2016-11-12,2016-11-25,James Cook,Jennifer Cook,51.04962,12.1369,Zeitz,DE,Berlin,False,True,True,accusatory
1988-07-27,1988-09-06,Caleb Schroeder,Larry Wiggins,50.71229,4.52529,Rixensart,BE,Brussels,False,True,True,over-complimenting
2012-06-25,2012-06-28,Dylan Craig,Gina Howard,50.8,3.16667,Wevelgem,BE,Brussels,False,True,True,talkative
1999-08-09,1999-09-19,Sherry Thompson,Brett Wood,59.37722,28.19028,Narva,EE,Tallinn,False,False,True,confessing
2022-03-26,2022-04-15,Erica Nguyen,Terry Erickson,49.03685,8.70745,Bretten,DE,Berlin,False,True,True,happy
2001-08-05,2001-09-12,Erica Harding,David Harrington,37.08819,-8.2503,Albufeira,PT,Lisbon,True,False,True,over-complimenting
2012-04-11,2012-04-16,Todd Wang,Adam Mathis,48.21644,9.02596,Albstadt,DE,Berlin,False,False,True,accusatory
1987-02-04,1987-03-31,Andrew Warren,Wesley Horton,42.8139,-1.64295,Segundo Ensanche,ES,Madrid,False,True,True,complaining
2017-03-13,2017-03-18,Robert Boyd,Stephanie Taylor,50.11861,-5.53715,Penzance,GB,London,False,True,True,fleeing
1994-07-22,1994-09-02,James Fuller,Jennifer Swanson,51.39148,-0.29825,Surbiton,GB,London,False,False,True,over-complimenting
2010-06-13,2010-07-05,Erica Malone,Samuel Jackson,47.98372,10.18527,Memmingen,DE,Berlin,False,True,False,oblivious
2018-03-03,2018-04-15,Mark Hawkins,Kenneth Gutierrez,48.06919,11.37703,Gauting,DE,Berlin,False,True,True,fleeing
2003-03-02,2003-03-23,Melanie Miller,Daniel Moore,49.5099,6.74549,Losheim,DE,Berlin,False,False,True,silent
1986-10-29,1986-12-27,Wendy Harrison,Jerry Cruz,49.5099,6.74549,Losheim,DE,Berlin,False,True,True,scared
1999-11-05,1999-11-17,Daniel Holt,Larry Wiggins,48.98333,2.61667,Mitry-Mory,FR,Paris,False,True,True,over-complimenting
2006-08-15,2006-10-03,Melissa Hall,Stephen Graham,53.81667,-3.05,Blackpool,GB,London,False,True,True,confessing
1991-04-21,1991-05-04,Jason Lawson,Nicholas Powell,37.13548,-3.67029,Las Gabias,ES,Madrid,False,True,True,lonely
2003-01-25,2003-03-06,Natalie Norris,Eddie Hall,52.4089,31.3237,Dobrush,BY,Minsk,False,True,True,hostile
1997-10-27,1997-11-01,Rebecca Nichols,James Anderson,65.84811,24.14662,Tornio,FI,Helsinki,False,False,True,sad
2015-12-27,2016-01-20,Jessica Rios,Chad Chandler,51.42708,-0.91979,Lower Earley,GB,London,False,False,True,friendly
1990-01-11,1990-02-26,John Snow,Sandra Odonnell,51.24197,4.82313,Lille,BE,Brussels,False,False,True,injured
2002-08-20,2002-09-26,Melissa Carter,Gregory Hanson,37.08819,-8.2503,Albufeira,PT,Lisbon,False,False,True,confessing
1996-11-30,1997-01-13,Christopher Faulkner,Tiffany Bennett,54.03876,43.91385,Kovylkino,RU,Moscow,False,False,True,hostile
1993-01-18,1993-01-23,Shane Lewis,Jennifer Hernandez,52.59319,13.32127,Wittenau,DE,Berlin,False,True,True,complaining
1994-02-15,1994-04-13,Jim Dodson,Maria Tucker,53.53333,-7.35,An Muileann gCearr,IE,Dublin,True,True,True,confessing
1992-05-02,1992-05-30,Paul Chen,Garrett Lawrence,41.72063,12.6723,Ariccia,IT,Rome,False,False,True,lonely
2020-12-24,2020-12-25,Jessica Robertson,Alexis Conway PhD,55.63711,37.38115,Solntsevo,RU,Moscow,False,False,True,accusatory
1989-03-15,1989-04-11,Angela Reed,Christopher Baker,48.90982,2.45012,Bobigny,FR,Paris,False,True,True,paranoid
1989-01-06,1989-01-10,Amber Mann,Nicholas Rowe,37.49073,-2.77259,Baza,ES,Madrid,False,True,True,silent
2010-06-08,2010-06-12,William Munoz,William Wood,45.53069,9.40531,Gorgonzola,IT,Rome,False,True,True,complaining
1997-07-24,1997-08-30,Christy Fuller,Brett Wood,50.23271,12.87117,Karlovy Vary,CZ,Prague,False,True,True,lonely
2013-01-27,2013-03-07,Courtney Bryan,Gerald Green,46.7055,38.2739,Yeysk,RU,Moscow,False,True,True,panicking
1995-01-08,1995-02-03,Jason Moon,Stephanie Brooks,43.61058,1.33467,Colomiers,FR,Paris,False,True,True,accusatory
1986-02-05,1986-02-20,Timothy Moreno,Austin Summers,49.13645,8.91229,Eppingen,DE,Berlin,False,True,True,accusatory
2003-07-24,2003-08-23,Kristen Holland,Nicholas Jones,53.93361,37.92792,Kireyevsk,RU,Moscow,False,True,True,happy
2021-12-31,2022-02-08,Scott Myers,Cynthia Carr,52.66277,-2.01111,Great Wyrley,GB,London,False,False,True,over-complimenting
1990-04-05,1990-05-12,Donald Miller,Alexis Conway PhD,51.47805,6.8625,Oberhausen,DE,Berlin,False,False,True,talkative
1988-08-03,1988-08-12,George Fleming,James Whitehead,51.40148,-1.32471,Newbury,GB,London,False,True,True,complaining
1990-08-31,1990-09-05,Rebecca Griffin,Matthew Brown,48.49144,9.20427,Reutlingen,DE,Berlin,False,True,True,worried
1989-11-02,1989-12-24,Robert Thompson,Ashley Larson,48.25,16.4,Floridsdorf,AT,Vienna,True,True,True,hostile
1990-04-07,1990-04-30,Brittney Graham,Logan Duncan,49.68369,8.61839,Bensheim,DE,Berlin,False,False,True,over-complimenting
2011-08-07,2011-08-30,Maria Byrd,Gina Howard,44.89784,8.86374,Tortona,IT,Rome,False,True,True,unhappy
1992-11-22,1992-12-13,Jenny Spencer,Ronald Friedman,49.28669,1.00288,Elbeuf,FR,Paris,False,True,True,happy
1995-09-30,1995-11-24,Phyllis Hernandez,Mr. Frederick Bryant,58.1908,40.17171,Danilov,RU,Moscow,False,False,True,tense
1999-02-09,1999-03-26,Jason Fisher MD,Michelle Green,48.98693,2.44892,Gonesse,FR,Paris,False,True,True,hostile
2011-02-12,2011-03-31,Jared Jones,Lisa Sweeney,42.64685,-5.55835,Villaquilambre,ES,Madrid,True,False,True,fleeing
2001-06-14,2001-07-17,Mrs. Lisa Martin MD,Courtney Thompson,61.72744,17.10558,Hudiksvall,SE,Stockholm,False,True,True,insulting
2006-07-23,2006-08-10,Todd Cruz,Nicole Payne,38.07789,13.44275,Villabate,IT,Rome,False,False,True,silent
1999-09-17,1999-10-13,William Morris,Richard Lambert,56.85836,35.90057,Tver,RU,Moscow,False,True,True,complaining
1986-04-29,1986-05-15,Jonathan Cline,Eric French,48.28259,9.72749,Ehingen,DE,Berlin,False,True,True,injured
2014-04-02,2014-04-07,James Rice,Sandra Odonnell,61.72744,17.10558,Hudiksvall,SE,Stockholm,False,True,True,hostile
1996-06-23,1996-08-14,Rachel Jackson,Karen Keller MD,53.59337,9.47629,Stade,DE,Berlin,False,True,False,friendly
2000-02-13,2000-03-14,Elizabeth Martinez,Robert Merritt,48.79325,2.29275,Fontenay-aux-Roses,FR,Paris,False,False,True,injured
2007-01-14,2007-02-23,Jimmy Phillips,Lacey Brown,37.13548,-3.67029,Las Gabias,ES,Madrid,False,True,True,evasive
1985-07-31,1985-08-24,Melissa Perez,Megan West,43.61058,1.33467,Colomiers,FR,Paris,False,False,True,scared
2017-04-25,2017-05-20,Mr. Mark Golden,Kimberly Stewart,53.95278,32.86389,Roslavl’,RU,Moscow,False,False,True,sad
2004-03-21,2004-04-06,Karen Olson,Julie Lopez,51.08468,7.11393,Burscheid,DE,Berlin,False,False,True,insulting
2017-10-11,2017-11-22,James Hood,Michael Tate,44.59445,11.04979,Castelfranco Emilia,IT,Rome,False,True,True,scared
1992-08-22,1992-09-06,Cassandra Garcia,Jeremy Mccullough,50.23019,8.77155,Karben,DE,Berlin,False,True,True,tense
1990-07-04,1990-07-25,James Young,Chad Graham,45.39402,9.29109,San Giuliano Milanese,IT,Rome,False,True,True,worried
2007-11-27,2007-11-28,Sean Miller,Alexis Conway PhD,43.48961,-8.2194,Ferrol,ES,Madrid,True,True,True,sad
1986-01-20,1986-03-01,Nicholas Ramos,Samuel Cunningham,51.35084,-1.99421,Devizes,GB,London,False,True,True,scared
1994-02-24,1994-03-04,Scott Taylor,Jeffrey Freeman,42.28639,18.84,Budva,ME,Podgorica,False,True,True,unhappy
1998-12-11,1999-01-29,Eric Perkins,Jennifer Swanson,45.78071,12.84052,Portogruaro,IT,Rome,True,True,True,complaining
2011-05-29,2011-07-19,Danielle Barajas,Steven Lee,49.65186,26.97253,Krasyliv,UA,Kiev,False,True,True,scared
1988-06-01,1988-07-08,Justin Carter,Shelly Espinoza,40.87329,14.43865,Somma Vesuviana,IT,Rome,False,True,True,hostile
2017-10-16,2017-10-19,Rachel Johnson,Michelle Green,45.79377,8.88104,Malnate,IT,Rome,False,False,False,worried
2021-11-12,2021-12-05,Amy Mills,David Strong,50.80019,7.20769,Siegburg,DE,Berlin,False,True,True,silent
2018-10-20,2018-11-04,Jeanette Welch,Garrett Martinez,50.50301,13.63617,Most,CZ,Prague,False,False,True,paranoid
2011-11-22,2011-12-12,Shane Jackson,Kenneth Barrett,49.03685,8.70745,Bretten,DE,Berlin,False,True,False,insulting
1988-02-24,1988-02-28,George Aguilar,Shawn Huang,55.82885,-4.21376,Rutherglen,GB,London,False,False,False,insulting
1999-02-17,1999-03-13,Shannon Richards,Jane Huff,50.23805,8.86704,Nidderau,DE,Berlin,False,True,True,tense
2014-03-13,2014-04-07,Martha Perry,Sheri Chapman,42.819,47.1192,Buynaksk,RU,Moscow,False,True,True,out-of-control
1988-10-15,1988-11-02,Eric Harris,Rose Reed,46.18396,6.10237,Onex,CH,Zurich,False,True,True,happy
1993-07-15,1993-08-07,Virginia Gross,Anita Gray,44.75874,19.21437,Bijeljina,BA,Sarajevo,False,True,True,oblivious
1993-12-21,1994-02-10,Jennifer Holt,Dawn Pierce,53.6052,10.03988,Barmbek-Nord,DE,Berlin,False,True,True,tense
1991-03-03,1991-04-30,Marcus Moon,Carrie Jones,43.1122,12.38878,Perugia,IT,Rome,False,False,True,unhappy
1986-02-27,1986-03-10,Jennifer Johnson,Thomas Hamilton,54.90083,38.07083,Stupino,RU,Moscow,False,False,True,friendly
2020-09-13,2020-10-13,Miss Jennifer Phillips PhD,Scott Anderson Jr.,50.74497,3.20639,Mouscron,BE,Brussels,True,True,False,out-of-control
1985-08-12,1985-08-17,Robert Brown PhD,Lauren Smith,44.75874,19.21437,Bijeljina,BA,Sarajevo,False,True,True,hostile
2001-03-04,2001-04-29,Billy Lynch,Michelle Jarvis,43.11667,1.6,Pamiers,FR,Paris,False,True,True,out-of-control
2008-01-16,2008-03-04,Andrew Dalton,James Williams,50.64336,7.2278,Bad Honnef,DE,Berlin,False,False,False,evasive
1986-06-06,1986-07-29,Mr. Joshua Williams,Darren Simpson,39.96348,-4.83076,Talavera de la Reina,ES,Madrid,True,False,True,tense
2016-09-28,2016-11-02,Brianna Sanford,Christopher Bell,55.25,24.75,Ukmerge,LT,Vilnius,False,True,True,complaining
1997-12-03,1997-12-30,Tammy Noble,Andre Lamb,55.38752,36.73307,Naro-Fominsk,RU,Moscow,False,True,True,over-complimenting
1993-06-01,1993-07-26,Melissa Allen,Natalie Jordan,39.12074,27.18052,Bergama,TR,Istanbul,False,True,True,out-of-control
1997-04-10,1997-04-14,Tyler Jensen,Tiffany Bennett,52.68333,0.93333,East Dereham,GB,London,False,False,True,tense
2019-10-26,2019-12-05,Blake Graham,Jeffery Carter,50.79205,-1.08593,Southsea,GB,London,False,True,True,injured
2015-01-27,2015-02-01,Matthew Martin,Nicholas Powell,51.62907,-0.74934,High Wycombe,GB,London,False,True,True,worried
1992-07-11,1992-08-18,Cory James,Vanessa Chapman,48.8765,2.18967,Rueil-Malmaison,FR,Paris,False,True,True,lonely
2010-08-25,2010-09-18,Lorraine Golden,Lisa Sweeney,43.11667,1.6,Pamiers,FR,Paris,False,True,True,confessing
2003-12-22,2004-01-17,Paul Snyder,Shelly Espinoza,51.35084,-1.99421,Devizes,GB,London,False,True,True,injured
2015-01-30,2015-02-26,Laura Newman,Brandi Jones,49.65186,26.97253,Krasyliv,UA,Kiev,False,True,True,out-of-control
2012-08-20,2012-09-01,Lauren Ray,Todd Garcia,43.32393,5.4584,Les Olives,FR,Paris,False,True,True,oblivious
1990-08-26,1990-09-13,Angela Rios,Richard Green,51.03427,5.37429,Houthalen,BE,Brussels,False,False,True,paranoid
2016-08-15,2016-09-28,Timothy Flores,Anita Gray,56.56317,-2.58736,Arbroath,GB,London,True,True,True,injured
1988-01-07,1988-01-19,Keith Arias,Richard Lambert,43.31667,-2.68333,Gernika-Lumo,ES,Madrid,False,True,True,sad
1999-05-24,1999-07-13,Jason Blevins,Teresa Sanchez,36.92574,14.72443,Ragusa,IT,Rome,False,True,True,confessing
2004-03-09,2004-05-04,Hannah Davis,Linda Porter DVM,48.43174,17.8031,Hlohovec,SK,Bratislava,False,True,True,scared
2005-10-31,2005-12-17,Kevin Cooper,Eric Wilson,51.21187,4.25633,Beveren,BE,Brussels,False,False,True,hostile
1999-05-15,1999-06-16,Patrick Wyatt,Hunter Lee,49.5099,6.74549,Losheim,DE,Berlin,False,True,True,out-of-control
2015-02-08,2015-03-26,Angelica Wright,Rachel Lucas,43.1122,12.38878,Perugia,IT,Rome,False,False,False,panicking
1999-04-04,1999-05-13,Erin Mcclure,Stephen Ferguson,49.5099,6.74549,Losheim,DE,Berlin,False,False,True,insulting
2005-04-28,2005-05-24,Todd Ward,Melinda Evans,47.98372,10.18527,Memmingen,DE,Berlin,False,False,True,fleeing
1998-05-11,1998-05-30,Mr. Johnny Nunez,Shelley Richardson,36.92574,14.72443,Ragusa,IT,Rome,False,True,True,confessing
1992-08-16,1992-10-07,Kim Doyle,Matthew Brown,42.62833,20.89389,Glogovac,XK,Belgrade,False,True,True,silent
2002-03-24,2002-05-16,Robert Wheeler,Patrick White,53.81667,-3.05,Blackpool,GB,London,False,True,True,worried
2010-06-04,2010-07-20,Laura Gonzales,Kimberly Cooper,51.40148,-1.32471,Newbury,GB,London,False,True,True,injured
1999-03-11,1999-04-29,Danny Johnson,Brian Velasquez,47.30997,8.52462,Adliswil,CH,Zurich,False,True,True,friendly
2008-10-11,2008-11-05,Michelle Roth,Marie Hill,53.00974,-3.05814,Rhosllanerchrugog,GB,London,False,True,False,scared
2019-03-05,2019-04-06,Christopher Anderson,Nicole Scott,59.80917,30.38167,Shushary,RU,Moscow,False,True,True,oblivious
1986-03-25,1986-05-14,Eric Johnson,Justin Edwards,42.62833,20.89389,Glogovac,XK,Belgrade,False,False,True,friendly
1992-08-30,1992-10-10,Julie Pham,James Anderson,51.21187,4.25633,Beveren,BE,Brussels,False,False,True,evasive
2007-12-28,2008-01-04,Toni Graves,Kathleen Hicks,45.99194,29.41824,Artsyz,UA,Kiev,False,False,True,insulting
2006-02-08,2006-04-06,Kim Wilson,William Wood,41.1053,-7.32097,Custoias,PT,Lisbon,False,True,True,evasive
2021-09-04,2021-10-22,Hannah Long,Larry King,53.94313,10.30215,Bad Segeberg,DE,Berlin,False,False,True,confessing
2013-10-15,2013-11-11,Sheila Davis,Sarah Reynolds,53.77166,38.12408,Bogoroditsk,RU,Moscow,False,True,True,confessing
1990-06-20,1990-06-23,Tonya Cain,William Barton,50.09019,8.4493,Hofheim am Taunus,DE,Berlin,False,False,False,fleeing
2014-05-08,2014-05-25,Barbara Bender,Anthony Hamilton,57.30185,39.85331,Gavrilov-Yam,RU,Moscow,False,True,True,oblivious
1998-02-02,1998-02-03,Kimberly Walter,Amy Moore,53.0233,-1.48119,Belper,GB,London,False,True,True,confessing
2008-09-20,2008-10-06,Charles Long,Micheal Thomas,42.50729,1.53414,les Escaldes,AD,Andorra,False,False,False,scared
2006-12-17,2007-01-23,Karen Roth,Timothy Davis,50.80019,7.20769,Siegburg,DE,Berlin,False,False,True,oblivious
2018-04-23,2018-05-27,Roberto Rogers,Brian Thomas,53.53041,43.67663,Nizhniy Lomov,RU,Moscow,False,True,False,happy
2019-10-22,2019-11-18,Melissa Love,Larry Wiggins,53.77166,38.12408,Bogoroditsk,RU,Moscow,False,True,True,paranoid
2004-09-18,2004-11-05,Sarah Rosario,Todd Garcia,40.70995,0.57856,Amposta,ES,Madrid,False,True,True,happy
1999-08-08,1999-09-25,Philip Phillips,Michael Mercer,45.79377,8.88104,Malnate,IT,Rome,False,True,True,confessing
2008-10-04,2008-10-15,Matthew Mccarty,Nathaniel Jackson,37.13548,-3.67029,Las Gabias,ES,Madrid,False,True,True,out-of-control
2018-08-05,2018-08-30,Olivia Evans,Emily Johns,55.85,37.56667,Likhobory,RU,Moscow,False,True,True,complaining
2022-02-08,2022-04-06,Michael Douglas,Rose Reed,52.21099,7.02238,Gronau,DE,Berlin,False,True,True,over-complimenting
1992-07-19,1992-07-24,Franklin Santos,Kaitlyn Booker,53.16167,6.76111,Hoogezand,NL,Amsterdam,True,True,False,confessing
1990-08-17,1990-09-25,Cole Roberts,Leslie Anderson,45.99194,29.41824,Artsyz,UA,Kiev,False,True,True,hostile
1998-07-14,1998-08-02,Eric Barrett,Rebecca Russell,42.28639,18.84,Budva,ME,Podgorica,True,True,True,happy
2012-05-12,2012-06-13,Erin Simmons,Julian Anderson,60.02427,30.28491,Kolomyagi,RU,Moscow,True,True,True,oblivious
1987-06-09,1987-06-28,Jennifer Sullivan,Michelle Jarvis,44.31771,9.32241,Chiavari,IT,Rome,False,True,True,unhappy
2011-08-27,2011-09-27,Mary Hernandez,Bradley Ewing,43.11667,1.6,Pamiers,FR,Paris,False,False,True,confessing
2001-09-21,2001-10-11,Bridget Cross,Patricia Perez,53.94313,10.30215,Bad Segeberg,DE,Berlin,False,True,True,lonely
2008-08-28,2008-10-07,Sandra Castro,Garrett Moore,52.57583,6.61944,Hardenberg,NL,Amsterdam,False,False,True,worried
2010-08-17,2010-09-19,Christopher Gonzalez,Erik Gibson,51.21667,6.26667,Schwalmtal,DE,Berlin,False,True,True,out-of-control
2001-05-23,2001-06-29,Deborah Jenkins,Shannon Camacho,45.69558,4.7934,Saint-Genis-Laval,FR,Paris,False,True,True,complaining
1993-05-24,1993-05-28,John Fitzpatrick,Ronald Wong PhD,53.19146,-2.52398,Winsford,GB,London,False,True,True,worried
2002-06-19,2002-06-20,George Harrell,Alvin Alvarez,42.7,27.25,Aytos,BG,Sofia,False,True,True,paranoid
2000-09-19,2000-09-26,Angel Simon,Latasha Norris,40.87363,14.34085,Volla,IT,Rome,False,True,True,evasive
2001-12-11,2001-12-26,Kyle Bradley,William Knight,52.2,8.63333,Kirchlengern,DE,Berlin,False,False,True,friendly
2000-09-29,2000-10-22,Lisa Baker,Paul Garner,57.47908,-4.22398,Inverness,GB,London,False,True,True,friendly
2003-12-21,2004-01-29,Brandon Price,Stephen Mills,49.07866,30.96755,Zvenihorodka,UA,Kiev,False,True,False,complaining
2001-01-18,2001-03-06,Christina Cook,Shelley Sheppard,37.31065,13.57661,Agrigento,IT,Rome,False,False,True,injured
