date_witness,date_agent,witness,agent,latitude,longitude,city,country,region_hq,has_weapon,has_hat,has_jacket,behavior
2011-06-15,2011-07-09,Jennifer Smith,Kathryn Martin,36.06386,4.62744,El Achir,DZ,Algiers,False,False,True,accusatory
1998-09-27,1998-11-01,Jennifer Collins,Kerry Buck,-24.19436,29.00974,Mokopane,ZA,Johannesburg,False,True,True,unhappy
1990-01-24,1990-02-17,Timothy Woods,Jeanne Green,11.85,38.01667,Debre Tabor,ET,Addis Ababa,False,True,True,evasive
2009-02-08,2009-04-03,David Williams,Ashley Howell,3.11988,35.59642,Lodwar,KE,Nairobi,False,False,True,scared
2009-09-06,2009-09-21,David Sims,Sandra Ramos,-1.63333,13.58357,Franceville,GA,Libreville,True,False,True,insulting
2010-02-25,2010-03-05,Allen Duran,Garrett Moore,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,False,True,True,oblivious
1994-11-12,1994-12-04,Robert Snyder,Andrew Miranda,-6.8,39.25,Magomeni,TZ,Dar es Salaam,True,True,True,sad
2018-04-10,2018-06-03,Tammy Zamora,Belinda Thompson,11.8659,34.3869,Ar Ruseris,SD,Khartoum,False,False,True,out-of-control
1996-05-13,1996-06-05,Nicole Miller,Joshua Reed,12.18441,18.69303,Mongo,TD,Ndjamena,False,False,True,accusatory
1988-02-19,1988-02-21,Timothy Mason,Kimberly Cooper,-21.44236,27.46153,Tonota,BW,Gaborone,False,True,True,worried
2005-07-19,2005-07-20,Ian Reed,Christopher Miller,3.27833,32.88667,Kitgum,UG,Kampala,False,True,True,talkative
2005-10-12,2005-10-16,Carolyn Hicks,Allen Baker,0.49113,29.47306,Beni,CD,Lubumbashi,False,True,True,accusatory
2013-05-15,2013-06-27,David Perez,Jennifer Hernandez,-11.78333,19.91667,Luena,AO,Luanda,False,False,True,tense
2015-06-04,2015-07-12,Matthew Larson,Stephen Graham,11.8659,34.3869,Ar Ruseris,SD,Khartoum,False,True,True,silent
2006-06-24,2006-06-27,Matthew Vega,Cynthia Carr,13.70727,9.15013,Mirriah,NE,Niamey,False,True,True,injured
2008-04-17,2008-06-12,Cody Hernandez,Julia Cannon,0.03813,36.36339,Nyahururu,KE,Nairobi,False,True,True,confessing
2021-12-27,2021-12-30,Martin Jackson,Timothy Maldonado,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,False,True,True,fleeing
1993-01-01,1993-01-06,Leslie Patel,Jeffery Lee,5.30383,-1.98956,Tarkwa,GH,Accra,False,True,True,oblivious
2007-03-24,2007-05-05,Curtis Cannon,Rachel Lucas,8.48714,-13.2356,Freetown,SL,Freetown,True,True,False,confessing
2006-12-03,2006-12-11,Jeremiah Harris,Karen Keller MD,35.06544,1.04945,Frenda,DZ,Algiers,False,True,False,fleeing
2012-09-21,2012-10-29,Brandon Phillips,Jessica Conway,35.72917,10.58082,Msaken,TN,Tunis,False,True,True,lonely
2022-05-13,2022-05-24,Amanda Cameron,Micheal Thomas,35.21222,2.31889,Ksar Chellala,DZ,Algiers,False,True,True,out-of-control
2001-05-19,2001-06-21,Lindsey Doyle,Mr. Shannon Sharp,35.06544,1.04945,Frenda,DZ,Algiers,True,True,True,over-complimenting
2003-05-08,2003-07-05,Deborah Arias,Denise Park,3.27833,32.88667,Kitgum,UG,Kampala,False,True,True,injured
1992-12-15,1993-02-01,Robert Johns,Nicole Payne,7.6,4.18333,Olupona,NG,Lagos,False,False,True,injured
2004-03-13,2004-04-11,William Singh,Brian Velasquez,4.96667,10.7,Tonga,CM,Douala,False,True,True,unhappy
2009-12-08,2009-12-19,Kimberly Owens,Jerry Erickson,2.41669,30.98551,Paidha,UG,Kampala,False,True,True,hostile
2021-09-16,2021-09-20,Mary Carney,Jeffrey Freeman,36.27462,4.85668,Bordj Zemoura,DZ,Algiers,False,True,True,accusatory
1988-01-19,1988-02-06,Jessica Harrison,Allen Baker,12.18441,18.69303,Mongo,TD,Ndjamena,False,False,True,injured
2008-04-03,2008-04-25,Timothy Lawson,Jennifer Cook,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,False,True,True,out-of-control
1988-09-03,1988-09-13,Paul Johns,Gabriel Jones,10.61285,12.19458,Biu,NG,Lagos,True,True,True,oblivious
2014-11-17,2015-01-15,Sarah Stephens,Shannon Norman,0.46005,34.11169,Busia,KE,Nairobi,False,False,True,talkative
2003-08-24,2003-09-09,Tiffany Roth,Maurice Mccarthy,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,False,False,True,lonely
1989-03-27,1989-05-12,Matthew Mcdaniel,Jose Hunt,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,False,True,True,evasive
2002-03-31,2002-05-23,Laura Morales,Melissa Ellis,-1.63333,13.58357,Franceville,GA,Libreville,False,False,False,happy
2002-07-03,2002-08-07,Tina Rodriguez,Nicole Hinton,-1.9487,30.4347,Rwamagana,RW,Kigali,True,True,True,complaining
1985-09-10,1985-09-22,Lisa Lee,Kenneth Stevenson,36.76639,3.47717,Boumerdas,DZ,Algiers,False,False,True,talkative
1996-06-01,1996-06-04,Sarah Cole,Brian Haas,5.27247,-3.59625,Bonoua,CI,Abidjan,False,False,True,tense
2006-12-23,2006-12-31,Michael King,Nicole Scott,36.27462,4.85668,Bordj Zemoura,DZ,Algiers,False,False,True,sad
2021-02-09,2021-03-02,Joshua Kerr,Julia Reynolds,33.92866,-6.90656,Temara,MA,Casablanca,False,True,True,confessing
2019-04-05,2019-04-11,Andre Smith,Sarah Brown,0.76755,24.43973,Yangambi,CD,Lubumbashi,False,False,False,unhappy
2003-04-25,2003-06-18,Angela Gillespie,Martin Diaz,36.61954,4.08282,Beni Douala,DZ,Algiers,True,True,True,paranoid
1985-12-29,1986-02-09,Sharon Duffy,Shannon Camacho,33.42585,-6.00137,Oulmes,MA,Casablanca,True,False,True,scared
2001-01-14,2001-01-28,Alexis Cantu,Cynthia Moore,-0.35817,42.54536,Kismayo,SO,Mogadishu,True,True,True,out-of-control
2011-08-25,2011-09-14,Charles Smith,Michael Riddle,-0.35817,42.54536,Kismayo,SO,Mogadishu,True,False,True,evasive
1988-12-11,1989-01-02,Melanie Flores,David Strong,9.535,-13.68778,Camayenne,GN,Conakry,True,True,True,fleeing
1990-03-08,1990-03-30,Tracy Maxwell,Charles Moran,5.30383,-1.98956,Tarkwa,GH,Accra,False,False,True,insulting
2012-12-26,2013-02-04,David Roberson,Michael Riddle,36.46917,10.78222,Beni Khiar,TN,Tunis,False,True,True,panicking
1998-06-30,1998-07-16,Daisy Nolan,Jose Hunt,7.62789,4.74161,Ilesa,NG,Lagos,False,False,True,paranoid
1990-10-23,1990-10-31,Curtis Reid,Elizabeth Martinez,-21.44236,27.46153,Tonota,BW,Gaborone,False,False,True,talkative
2001-12-06,2001-12-27,Brittany Anderson,Steven Edwards,9.535,-13.68778,Camayenne,GN,Conakry,False,True,True,insulting
1995-04-09,1995-05-05,Lisa Perry,Dennis Flores,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,False,True,True,evasive
1985-10-04,1985-11-22,Keith Murphy,Ernest Spencer,36.61954,4.08282,Beni Douala,DZ,Algiers,False,True,True,injured
2006-09-16,2006-09-27,Kendra Small,Angela Johnson,7.62789,4.74161,Ilesa,NG,Lagos,False,True,True,sad
2014-04-19,2014-04-30,Philip Lee,Ashley Larson,12.74409,-8.07257,Kati,ML,Bamako,False,False,True,hostile
2020-04-13,2020-05-15,Christopher Smith,Brian Torres,11.86064,9.0027,Gaya,NG,Lagos,False,True,False,evasive
2011-05-01,2011-05-21,Chad Phillips,Monica Davis,34.31,-2.16,Jerada,MA,Casablanca,False,True,True,accusatory
1993-06-15,1993-07-16,Cynthia Sims,Angela Johnson,36.06386,4.62744,El Achir,DZ,Algiers,False,False,True,oblivious
2013-12-15,2014-02-02,Angela Ochoa,Andrew Miranda,5.30383,-1.98956,Tarkwa,GH,Accra,False,False,True,talkative
2020-09-11,2020-10-07,Megan Fernandez,Nicholas Jones,-6.8,39.25,Magomeni,TZ,Dar es Salaam,False,False,True,hostile
2018-06-03,2018-06-15,Justin Martinez,Ronald Wong PhD,-27.76952,30.79165,Vryheid,ZA,Johannesburg,False,True,True,complaining
1985-07-10,1985-08-24,Christopher Price,Annette Barrett,37.16911,10.03478,El Alia,TN,Tunis,False,True,True,tense
1990-08-10,1990-08-11,Henry Rivera,Jerry Collins,-0.35817,42.54536,Kismayo,SO,Mogadishu,False,True,False,tense
1993-11-04,1993-12-24,Jessica Alvarez,Karen Nguyen,3.02013,30.91105,Arua,UG,Kampala,False,False,False,injured
2000-06-29,2000-07-06,Claire Brown,Melissa Meyers,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,True,True,True,scared
1993-09-14,1993-11-12,Kim Lam,John Hayes,36.27462,4.85668,Bordj Zemoura,DZ,Algiers,False,False,True,over-complimenting
1992-01-04,1992-02-08,Anthony Foster,Jared Reid,5.27247,-3.59625,Bonoua,CI,Abidjan,False,True,True,panicking
1994-05-06,1994-06-14,Melissa Dominguez,Steven Lee,-6.8,39.25,Magomeni,TZ,Dar es Salaam,True,True,True,accusatory
1997-04-17,1997-04-27,Kristen Kelley,Charles Walls,9.535,-13.68778,Camayenne,GN,Conakry,False,False,True,lonely
2017-06-26,2017-07-18,Kimberly Bowman DDS,Natalie Jordan,24.96334,10.18003,Ghat,LY,Tripoli,False,True,True,insulting
1991-03-21,1991-05-14,Carlos Baker,Karen Keller MD,7.06273,-1.4001,Mampong,GH,Accra,False,False,True,scared
1992-07-12,1992-08-28,Tiffany Mason,Bradley Ewing,4.92675,6.26764,Yenagoa,NG,Lagos,False,False,True,friendly
2017-03-17,2017-04-14,Pam Curry,Christopher Ross,31.20176,29.91582,Alexandria,EG,Cairo,False,False,True,evasive
1989-10-22,1989-11-28,Cameron Fischer,Richard Green,0.03813,36.36339,Nyahururu,KE,Nairobi,False,False,True,out-of-control
2010-12-24,2011-02-04,Lori Simmons,Lisa Sweeney,6.15038,6.83042,Nkpor,NG,Lagos,False,True,True,out-of-control
2018-07-09,2018-08-28,Melissa Wagner,William Wood,7.6,4.18333,Olupona,NG,Lagos,True,False,True,hostile
2017-04-05,2017-04-10,Christopher Good,Belinda Thompson,-2.68333,33.0,Usagara,TZ,Dar es Salaam,False,True,True,complaining
2012-06-11,2012-07-26,Brianna Quinn,Thomas Hamilton,7.6,4.18333,Olupona,NG,Lagos,False,True,True,evasive
1995-03-06,1995-03-23,Sean Grimes,Joshua Reed,34.15429,3.50309,Messaad,DZ,Algiers,False,True,True,happy
1996-03-31,1996-05-28,Chad Mccormick,Carrie Boone,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,False,True,True,over-complimenting
2022-05-27,2022-06-19,Angel Brown,Jacob Carlson,37.16911,10.03478,El Alia,TN,Tunis,False,False,False,oblivious
2003-08-25,2003-10-15,Mary Walker,Jeremy Moran,2.41669,30.98551,Paidha,UG,Kampala,False,True,True,happy
2018-05-11,2018-06-02,William Mendoza,David Woodward,-6.25,38.66667,Mvomero,TZ,Dar es Salaam,False,False,True,complaining
2000-01-07,2000-03-02,Matthew Levy,Mallory Wu,4.92675,6.26764,Yenagoa,NG,Lagos,False,True,True,tense
1992-01-31,1992-02-29,Theresa Morrison,Nicholas Rowe,4.92675,6.26764,Yenagoa,NG,Lagos,False,True,True,insulting
2013-08-03,2013-09-09,Karen Williams,Charles Moran,36.06386,4.62744,El Achir,DZ,Algiers,False,True,True,insulting
2001-09-03,2001-10-26,James Douglas,Phillip Quinn,0.76755,24.43973,Yangambi,CD,Lubumbashi,False,False,True,scared
2001-06-27,2001-08-03,Jeff Johnson,Mark Ferguson,36.46917,10.78222,Beni Khiar,TN,Tunis,False,True,True,sad
2019-05-18,2019-06-13,Maureen Stevens,Thomas Hamilton,0.46005,34.11169,Busia,KE,Nairobi,False,True,True,sad
1999-01-26,1999-01-31,Haley Singleton,Amy Bray,3.11988,35.59642,Lodwar,KE,Nairobi,False,True,True,oblivious
1995-12-09,1996-01-04,Michael Patel,Denise Park,-4.5833,15.16554,Kasangulu,CD,Kinshasa,False,False,True,confessing
2011-12-14,2012-01-06,Francisco Craig,Jesse Boyd,-1.63333,13.58357,Franceville,GA,Libreville,False,True,True,complaining
1987-11-23,1988-01-08,Dennis Velez,Jennifer Swanson,33.42585,-6.00137,Oulmes,MA,Casablanca,False,True,True,unhappy
1994-01-06,1994-01-13,Dr. Margaret Morgan,Kevin Evans,36.61954,4.08282,Beni Douala,DZ,Algiers,True,False,True,panicking
1997-08-04,1997-08-04,Jennifer Mclean,Emily Ruiz,34.31,-2.16,Jerada,MA,Casablanca,False,True,False,lonely
1992-12-14,1992-12-21,Samuel Baker,Belinda Thompson,2.41669,30.98551,Paidha,UG,Kampala,False,True,True,tense
2009-03-18,2009-03-28,Jennifer Hernandez,Hannah Palmer,12.74409,-8.07257,Kati,ML,Bamako,False,True,True,sad
2011-07-12,2011-08-09,Michelle Ayala,Scott Houston,3.02013,30.91105,Arua,UG,Kampala,False,True,True,tense
1996-12-26,1997-01-23,Emily Perry,Patrick White,-11.78333,19.91667,Luena,AO,Luanda,False,False,True,talkative
2005-10-16,2005-10-28,Jeffrey Valdez,Michael Barron,3.11988,35.59642,Lodwar,KE,Nairobi,False,True,True,lonely
1987-09-10,1987-10-21,Vanessa Chase,Jessica Rogers,34.15429,3.50309,Messaad,DZ,Algiers,False,True,True,tense
2022-01-01,2022-02-06,Jacob Harris,Jerry Stephenson,0.46005,34.11169,Busia,KE,Nairobi,False,True,True,panicking
1993-11-10,1993-12-17,George Moss,Laura Cook,8.48714,-13.2356,Freetown,SL,Freetown,False,True,True,talkative
2020-07-21,2020-08-30,Anthony Lee,David Murphy,7.6,4.18333,Olupona,NG,Lagos,False,False,True,silent
2000-07-13,2000-07-14,Crystal Bowen,Jennifer Hernandez,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,True,True,False,hostile
1991-11-07,1991-11-09,Evan Wolf,Amy Moore,-4.06667,37.73333,Same,TZ,Dar es Salaam,False,True,True,insulting
2011-07-01,2011-08-08,Nicole Gordon,Mrs. Kristin Lopez MD,-7.76667,35.7,Iringa,TZ,Dar es Salaam,False,False,True,evasive
1985-10-14,1985-12-09,Andrea Goodman,Dennis Flores,11.86064,9.0027,Gaya,NG,Lagos,False,True,True,complaining
1996-05-25,1996-06-04,Jennifer Green,Donald Miller,-2.68333,33.0,Usagara,TZ,Dar es Salaam,False,True,True,panicking
1995-01-18,1995-02-21,Carly Garcia,Andrew Miranda,7.62789,4.74161,Ilesa,NG,Lagos,False,True,False,injured
1995-05-30,1995-06-30,Christine Meyer DVM,Robert Baird,-24.19436,29.00974,Mokopane,ZA,Johannesburg,False,True,True,hostile
2003-02-13,2003-04-08,Erika Roberts,Brooke Crawford,-4.06667,37.73333,Same,TZ,Dar es Salaam,False,True,True,accusatory
2003-03-27,2003-04-03,Kristen Richards,Ashley Farrell,-2.68333,33.0,Usagara,TZ,Dar es Salaam,False,True,True,out-of-control
2013-07-10,2013-07-28,Debra Rogers,Charlene Mccormick,36.76775,2.95924,Cheraga,DZ,Algiers,False,True,True,lonely
2020-04-23,2020-04-24,Kristin Keith,Robert Arellano,10.61285,12.19458,Biu,NG,Lagos,False,True,True,sad
2019-01-22,2019-03-08,Brandon Brown,Mark Valenzuela,-4.83,29.65806,Mwandiga,TZ,Dar es Salaam,False,False,False,friendly
2018-05-20,2018-06-03,Robert Simmons,Deborah Harrison,0.76755,24.43973,Yangambi,CD,Lubumbashi,False,True,True,confessing
1986-12-18,1987-01-13,Daniel Morris,Ashley Howell,4.2475,9.00472,Idenao,CM,Douala,False,True,True,tense
2000-01-28,2000-03-16,Robert Mullen,Anna Flores,11.86064,9.0027,Gaya,NG,Lagos,False,True,True,complaining
1985-09-21,1985-09-30,David Stuart,Kenneth Barrett,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,False,True,True,friendly
2003-03-24,2003-03-25,William Fields,Andrea Watkins,5.30383,-1.98956,Tarkwa,GH,Accra,False,True,True,oblivious
2002-08-11,2002-09-16,Steven Franklin,Linda Edwards,6.8485,3.64633,Shagamu,NG,Lagos,False,True,True,friendly
2000-10-14,2000-11-08,Jeffrey Cardenas,Jessica Rogers,4.96667,10.7,Tonga,CM,Douala,False,True,True,sad
1997-04-02,1997-04-10,Jermaine York,Victor Tapia,-11.78333,19.91667,Luena,AO,Luanda,False,False,True,paranoid
2011-01-19,2011-01-21,Jeffrey Baker,Eric Wilson,-0.35817,42.54536,Kismayo,SO,Mogadishu,True,True,True,unhappy
2010-01-23,2010-02-12,Miss Holly Aguilar,Belinda Thompson,13.56667,-15.6,Farafenni,GM,Banjul,False,False,True,insulting
2019-04-28,2019-06-22,Kelly Sanchez,Amy Bray,34.15429,3.50309,Messaad,DZ,Algiers,False,True,True,complaining
2000-04-19,2000-04-23,Jessica Bauer,Kim Dyer,-4.5833,15.16554,Kasangulu,CD,Kinshasa,False,True,True,fleeing
1990-10-12,1990-10-18,Jennifer Burns,Joshua Moore,10.61285,12.19458,Biu,NG,Lagos,False,False,True,talkative
2003-10-23,2003-11-27,Evelyn Grant,Charles Mitchell,12.74482,4.52514,Argungu,NG,Lagos,True,False,True,scared
2021-02-03,2021-03-26,Hailey Tucker,Jasmine Rowland,-10.33333,39.28333,Nyangao,TZ,Dar es Salaam,False,False,True,silent
1992-11-08,1992-12-17,Danny Johnson,William Wood,-21.44236,27.46153,Tonota,BW,Gaborone,False,True,True,worried
2001-01-06,2001-02-11,Tara Clark,Linda Porter DVM,9.89206,43.38531,Baki,SO,Mogadishu,False,False,True,evasive
1991-07-29,1991-09-23,Mrs. Tracy Johnson,Andre Lamb,33.43443,-5.22126,Azrou,MA,Casablanca,True,False,True,worried
1988-05-14,1988-06-08,Kenneth Fox,Shelia Holmes,30.75545,20.22625,Ajdabiya,LY,Tripoli,False,True,False,evasive
1995-12-05,1996-02-02,William Perez,Jeanne Green,-0.35817,42.54536,Kismayo,SO,Mogadishu,False,False,True,fleeing
2017-10-13,2017-12-02,Ashley Zimmerman,Tracy Young,13.56667,-15.6,Farafenni,GM,Banjul,False,True,True,happy
1996-04-28,1996-06-19,Joshua Alvarez,John Wright,6.15038,6.83042,Nkpor,NG,Lagos,False,False,True,unhappy
1995-06-05,1995-08-01,Jeffrey Lee,Christopher Ross,5.30383,-1.98956,Tarkwa,GH,Accra,False,False,True,confessing
2019-11-02,2019-12-19,Mark Obrien,Deborah Holden,7.57944,-8.53778,New Yekepa,LR,Monrovia,False,False,True,injured
1995-10-08,1995-11-07,Joshua Stewart,David Murphy,34.31,-2.16,Jerada,MA,Casablanca,False,False,True,confessing
2016-02-09,2016-02-19,Wesley Santana,Nicholas Jones,-1.9487,30.4347,Rwamagana,RW,Kigali,False,True,True,over-complimenting
2015-03-15,2015-04-17,Jeffrey Daugherty,Phillip Quinn,-1.63333,13.58357,Franceville,GA,Libreville,True,True,True,evasive
2012-07-06,2012-08-06,Jennifer Pacheco,Tiffany Morrison,37.16911,10.03478,El Alia,TN,Tunis,True,True,True,worried
2002-12-23,2003-02-13,Diana Williamson,Kenneth Barrett,11.85,38.01667,Debre Tabor,ET,Addis Ababa,False,True,True,oblivious
2018-04-05,2018-05-20,Robert Scott,Jeffery Lee,-0.35817,42.54536,Kismayo,SO,Mogadishu,True,True,True,panicking
2000-08-13,2000-09-07,Cynthia Mays,Darlene Pitts,24.96334,10.18003,Ghat,LY,Tripoli,True,False,True,happy
1996-10-06,1996-10-09,April Bowers PhD,Candice Johnson,5.84752,-5.682,Lakota,CI,Abidjan,False,True,False,insulting
1997-07-05,1997-07-16,Elizabeth Pineda,Nathaniel Jackson,-11.78333,19.91667,Luena,AO,Luanda,False,True,True,injured
1994-10-13,1994-10-30,Cassidy Roy,Andrew Sullivan,-26.93366,29.24152,Standerton,ZA,Johannesburg,False,True,False,insulting
1995-07-14,1995-07-18,Levi Jones,Lacey Brown,36.27462,4.85668,Bordj Zemoura,DZ,Algiers,True,False,True,silent
1996-06-28,1996-08-10,William Smith,Justin Whitehead,-7.76667,35.7,Iringa,TZ,Dar es Salaam,False,True,True,tense
1989-09-28,1989-10-07,Claudia Leach,Thomas Hamilton,-4.26613,15.28318,Brazzaville,CG,Brazzaville,False,False,True,unhappy
2011-11-18,2012-01-01,Sonya Jones,Mackenzie Gilbert,-4.83,29.65806,Mwandiga,TZ,Dar es Salaam,False,True,True,paranoid
1999-02-02,1999-03-23,Brandon Marshall,Amy Bray,3.27833,32.88667,Kitgum,UG,Kampala,False,True,True,talkative
2018-09-03,2018-10-11,Thomas Reilly,Sarah Reynolds,6.45407,3.39467,Lagos,NG,Lagos,True,True,False,out-of-control
2017-12-22,2018-02-04,Vanessa Gomez,Lisa Sweeney,3.51667,11.5,Mbalmayo,CM,Douala,False,False,True,happy
1992-09-20,1992-10-07,Barbara Ramos,Jeffrey Bush,7.6,4.18333,Olupona,NG,Lagos,False,False,True,friendly
2004-05-20,2004-06-24,Alyssa Holt,Jason Mccarthy,-1.9487,30.4347,Rwamagana,RW,Kigali,False,True,False,accusatory
2009-02-23,2009-03-01,Renee Lewis,Austin Summers,36.06386,4.62744,El Achir,DZ,Algiers,False,False,True,paranoid
2016-06-18,2016-08-01,Justin Marshall,Kevin Evans,4.2475,9.00472,Idenao,CM,Douala,False,False,True,oblivious
1987-07-28,1987-09-01,Stacy Green,Erin Ray,5.84752,-5.682,Lakota,CI,Abidjan,False,True,True,paranoid
2014-12-11,2015-01-02,Joseph Vasquez,Frank Gutierrez,-23.85972,35.34722,Maxixe,MZ,Maputo,False,True,True,unhappy
2010-11-07,2010-12-16,Wesley Garcia,Jacob Santiago,-7.76667,35.7,Iringa,TZ,Dar es Salaam,False,False,True,silent
2020-11-14,2020-11-24,Travis Richardson,Mr. Rodney Franco,6.46346,-2.31938,Bibiani,GH,Accra,False,True,True,accusatory
1989-08-26,1989-09-04,Jacqueline Smith,Brandon Miller,11.86064,9.0027,Gaya,NG,Lagos,False,False,True,oblivious
2017-02-01,2017-02-10,Roger Pearson,Scott Houston,-6.25,38.66667,Mvomero,TZ,Dar es Salaam,False,False,True,out-of-control
1987-01-31,1987-03-31,Jonathan Gardner,Amy Gomez,-4.06667,37.73333,Same,TZ,Dar es Salaam,False,True,True,confessing
2000-05-27,2000-06-26,Lauren Sutton,Valerie Griffin,-24.19436,29.00974,Mokopane,ZA,Johannesburg,False,True,True,sad
2003-07-03,2003-08-18,Jason Johnson,Martin Diaz,8.48714,-13.2356,Freetown,SL,Freetown,False,False,True,sad
2002-01-16,2002-03-10,Jonathan Fowler,Joseph Rogers,9.58126,8.2926,Kafanchan,NG,Lagos,False,True,False,happy
2016-12-29,2017-01-02,Jeanne Hanson,James Bryant,-6.25,38.66667,Mvomero,TZ,Dar es Salaam,False,False,True,complaining
1994-02-17,1994-02-19,Robin Mcdaniel,Stephen Graham,11.85,38.01667,Debre Tabor,ET,Addis Ababa,False,True,True,hostile
2007-09-16,2007-10-09,Jacqueline Hall,Laura Parks,33.92866,-6.90656,Temara,MA,Casablanca,False,True,True,paranoid
2015-06-21,2015-07-07,Randall Downs,Steven Edwards,3.11988,35.59642,Lodwar,KE,Nairobi,False,True,True,injured
1994-10-08,1994-11-09,Andrea Peters,Eric French,-4.06667,37.73333,Same,TZ,Dar es Salaam,False,True,False,sad
1990-12-03,1990-12-13,Jeremy Thompson,Nicole Adams,36.06386,4.62744,El Achir,DZ,Algiers,True,True,True,out-of-control
2021-12-26,2022-01-12,Chad King,Carrie Jones,9.89206,43.38531,Baki,SO,Mogadishu,False,True,True,fleeing
2019-07-16,2019-07-29,Justin Garcia,Joshua Curtis,31.20176,29.91582,Alexandria,EG,Cairo,False,True,True,unhappy
2003-06-06,2003-07-08,James Harper,Darren Simpson,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,False,True,True,friendly
2006-07-17,2006-08-27,Brooke Smith,Evan Perkins,-2.68333,33.0,Usagara,TZ,Dar es Salaam,False,True,True,insulting
1985-10-19,1985-10-31,Matthew Roman,Carrie Jones,-4.83,29.65806,Mwandiga,TZ,Dar es Salaam,False,True,True,complaining
2001-08-24,2001-08-26,John Ibarra,Nicholas Powell,4.92675,6.26764,Yenagoa,NG,Lagos,False,True,True,happy
1993-05-05,1993-06-26,Sarah Glover,Megan West,24.96334,10.18003,Ghat,LY,Tripoli,False,False,True,complaining
2002-04-08,2002-05-22,Shelby Arnold,Kyle Thomas,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,False,True,True,panicking
1994-10-18,1994-10-29,Heather Smith,James Williams,30.75545,20.22625,Ajdabiya,LY,Tripoli,True,True,True,evasive
1998-10-01,1998-11-26,Kylie Santiago,Ashley Taylor,6.15038,6.83042,Nkpor,NG,Lagos,False,True,True,over-complimenting
2012-05-19,2012-06-17,Suzanne Pearson,Sarah Brown,0.49113,29.47306,Beni,CD,Lubumbashi,False,False,True,accusatory
1986-01-29,1986-03-08,Dean Vasquez,Dr. Gregory Gibson,3.51667,11.5,Mbalmayo,CM,Douala,True,True,True,confessing
1997-01-31,1997-02-22,Sherry Spears,Andrew Sullivan,-6.8,39.25,Magomeni,TZ,Dar es Salaam,False,False,True,friendly
1992-12-10,1992-12-30,Mrs. Brittney Ramos,Meredith Gibbs,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,False,True,True,happy
2010-08-20,2010-09-04,Shane Fisher,Nicholas Jones,36.61954,4.08282,Beni Douala,DZ,Algiers,True,False,True,friendly
2018-10-15,2018-12-01,Jamie Chambers,Timothy Frank,7.50251,5.06258,Igbara-Odo,NG,Lagos,False,True,True,complaining
2005-01-01,2005-02-23,Andrew Chan,Richard Green,6.46346,-2.31938,Bibiani,GH,Accra,False,True,True,complaining
2001-09-02,2001-10-03,Olivia Guzman,David Murphy,0.03813,36.36339,Nyahururu,KE,Nairobi,False,True,True,talkative
2019-02-14,2019-03-01,Michael Smith,Thomas Hamilton,-21.44236,27.46153,Tonota,BW,Gaborone,False,False,True,talkative
2001-05-10,2001-06-07,Robert Chavez,Chris Campbell Jr.,-4.83,29.65806,Mwandiga,TZ,Dar es Salaam,False,True,True,panicking
2018-07-14,2018-07-14,James Hoffman,Carla Reyes,33.92866,-6.90656,Temara,MA,Casablanca,False,False,True,out-of-control
1992-03-04,1992-03-31,Michael Kim,Joseph Nguyen,-7.76667,35.7,Iringa,TZ,Dar es Salaam,False,True,True,complaining
2001-03-07,2001-03-26,Rebecca Gallegos,Nicole Hart,-2.68333,33.0,Usagara,TZ,Dar es Salaam,False,False,True,paranoid
1989-06-08,1989-07-21,Craig Thompson,Richard Harris,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,True,True,True,confessing
2006-08-09,2006-08-14,William Maxwell,David Richardson,0.03813,36.36339,Nyahururu,KE,Nairobi,False,False,True,silent
2009-04-21,2009-05-05,Natasha Chase,Scott Anderson Jr.,-4.5833,15.16554,Kasangulu,CD,Kinshasa,True,True,True,out-of-control
2010-07-28,2010-08-30,Jesse Byrd,Melissa Meyers,0.49113,29.47306,Beni,CD,Lubumbashi,True,False,True,oblivious
1999-12-04,2000-01-12,Luke Valencia,James Whitehead,0.46005,34.11169,Busia,KE,Nairobi,False,False,True,accusatory
1986-12-24,1987-02-14,David Delacruz,Jeffrey Graves MD,-4.06667,37.73333,Same,TZ,Dar es Salaam,False,True,True,confessing
1992-01-13,1992-01-29,Danielle Smith,Richard Green,36.46917,10.78222,Beni Khiar,TN,Tunis,False,True,True,tense
1995-10-23,1995-10-30,Mrs. Elizabeth Brooks,Glen Walker,-7.60361,37.00438,Kidodi,TZ,Dar es Salaam,False,True,True,scared
2007-07-18,2007-07-20,Joshua Thompson,Mr. Shannon Sharp,6.8485,3.64633,Shagamu,NG,Lagos,False,True,False,accusatory
