date_witness,date_agent,witness,agent,latitude,longitude,city,country,region_hq,has_weapon,has_hat,has_jacket,behavior
2009-05-09,2009-07-07,Amy Wright,Karen Weber,9.92787,-84.13722,San Rafael,CR,Costa Rica,False,False,True,fleeing
1995-06-09,1995-06-17,Jessica Wilson,Kaitlyn Johns,20.74122,-100.44843,Santa Rosa Jauregui,MX,Mexico City,True,False,True,fleeing
1988-09-04,1988-09-25,Lisa Brown,Richard Harris,-23.44361,-51.87389,Sarandi,BR,Sao Paulo,False,True,True,silent
2006-06-05,2006-07-16,Sheila Green,Dr. Crystal Mccormick,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,True,True,complaining
1985-10-31,1985-12-29,Sara Anderson,Amy Moore,-11.94306,-76.70944,Chosica,PE,Lima,False,False,True,confessing
2018-09-08,2018-09-25,Megan Mcdonald,Dawn Simmons,11.84962,-86.19903,Jinotepe,NI,Managua,True,False,True,confessing
2013-12-10,2014-01-04,Kristen Marquez,Logan Duncan,42.93369,-72.27814,Keene,US,New York,False,False,True,sad
2002-09-29,2002-10-04,Ryan Schmitt,Angelica Chan,33.41012,-91.06177,Greenville,US,Chicago,False,True,True,talkative
2022-06-14,2022-07-03,Sean Gibson,Megan Livingston,-19.7625,-44.31389,Esmeraldas,BR,Sao Paulo,False,False,True,happy
1988-05-23,1988-06-29,Douglas Rivera,Sandra Ramos,-22.92306,-53.13722,Loanda,BR,Sao Paulo,True,True,True,oblivious
2019-05-24,2019-06-23,Christine Austin,Jerry Erickson,22.98212,-80.58556,Corralillo,CU,Havana,False,True,True,scared
2003-08-10,2003-10-02,Nicholas Pennington,John Carlson,33.72255,-116.37697,Palm Desert,US,Los Angeles,False,True,True,complaining
2013-01-19,2013-03-01,Jimmy Carroll,Loretta Wood,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,True,True,over-complimenting
1990-08-11,1990-09-28,David Hill,Brett Scott,38.06084,-97.92977,Hutchinson,US,Chicago,False,False,True,oblivious
2012-04-25,2012-04-26,Jared Johnson,Jacob Salazar,45.43341,-73.86586,Beaconsfield,CA,Toronto,False,True,True,confessing
2015-09-06,2015-10-05,Anthony Huber,Belinda Thompson,-34.64966,-58.38341,Barracas,AR,Argentina,True,True,False,friendly
2000-01-13,2000-03-09,Michael Miller,Jennifer Malone,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,True,True,accusatory
2014-11-29,2014-12-12,Lee Morris,Brett Scott,-19.7625,-44.31389,Esmeraldas,BR,Sao Paulo,True,False,False,silent
2008-04-25,2008-05-10,Brittany Walls,Sarah Reynolds,40.94065,-73.99681,Dumont,US,New York,False,True,True,fleeing
2003-07-28,2003-07-30,Bradley Estrada,Lacey Brown,35.25064,-91.73625,Searcy,US,Chicago,False,False,True,talkative
1991-12-21,1992-01-06,Joseph Escobar,James Anderson,45.44868,-73.81669,Pointe-Claire,CA,Toronto,False,True,True,worried
2008-05-24,2008-06-19,Patricia Allen,Bethany Chen,28.15112,-82.46148,Lutz,US,New York,False,True,True,evasive
2009-10-17,2009-10-28,Lori Cline,Megan West,36.61033,-88.31476,Murray,US,Chicago,False,False,True,hostile
2000-12-31,2001-01-17,Kayla Sellers,Ms. Sheila Campbell MD,-3.74912,-73.25383,Iquitos,PE,Lima,False,False,True,hostile
2016-08-26,2016-09-17,Elizabeth Villegas,Kathleen Hicks,27.09978,-82.45426,Venice,US,New York,True,True,True,panicking
1995-06-23,1995-06-24,Randall Oliver,Anthony Harris,45.16024,-93.08883,Lino Lakes,US,Chicago,False,True,True,fleeing
1998-04-04,1998-05-01,Brian Skinner,Jordan Torres,-10.90889,-37.03861,Barra dos Coqueiros,BR,Maceio,False,False,True,silent
1988-09-01,1988-10-01,Bryan Ortega,Ryan Watkins,40.5576,-74.28459,Woodbridge,US,New York,False,True,True,oblivious
2014-04-10,2014-04-19,Kayla Miller,Kimberly Cooper,40.58654,-122.39168,Redding,US,Los Angeles,False,True,True,paranoid
1985-11-14,1985-12-19,Scott Hicks,Dominic Peters,33.41012,-91.06177,Greenville,US,Chicago,False,True,True,insulting
2004-12-25,2005-01-01,Joshua Hall,Todd Robinson,38.06084,-97.92977,Hutchinson,US,Chicago,False,False,False,tense
2003-12-15,2003-12-16,Vickie Kim,Emily Mccoy,42.93369,-72.27814,Keene,US,New York,False,True,True,friendly
1993-08-25,1993-09-25,Laura Donaldson,Jordan Torres,45.49428,-122.86705,Aloha,US,Los Angeles,False,True,True,hostile
2013-03-25,2013-04-02,Daniel Cameron,Dean Martinez,19.64745,-102.04897,Paracho de Verduzco,MX,Mexico City,False,True,True,insulting
2021-08-11,2021-09-01,Kendra Fletcher,Jacob Santiago,9.15093,-79.62098,Chilibre,PA,Panama,False,True,True,complaining
1987-03-13,1987-03-17,Jacob Stewart,Shelley Richardson,-10.95817,-38.79084,Tucano,BR,Bahia,False,False,True,panicking
2021-05-30,2021-06-29,Katherine Wells,Marie Hill,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,False,True,oblivious
2007-10-14,2007-11-30,Karen Carson,Garrett Cook,18.00747,-76.78319,New Kingston,JM,Jamaica,True,True,True,unhappy
1986-01-22,1986-03-11,Carol Burke,Todd Garcia,40.94065,-73.99681,Dumont,US,New York,False,True,True,fleeing
2006-05-14,2006-06-06,Sara Parker,Rose Reed,-33.59217,-70.6996,San Bernardo,CL,Santiago,False,False,True,accusatory
2017-10-17,2017-11-10,Christina Smith,William Wood,13.73417,-89.71472,Sonzacate,SV,El Salvador,False,False,True,out-of-control
2010-07-17,2010-09-03,Stephen Dixon,Jeanne Green,40.81,-73.9625,Morningside Heights,US,New York,False,True,True,lonely
2010-09-02,2010-10-21,Shane Blair,John Barr,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,True,True,injured
1987-04-09,1987-05-23,Tiffany Palmer,Nicole Hinton,33.72255,-116.37697,Palm Desert,US,Los Angeles,True,False,True,confessing
2017-05-09,2017-06-03,Natasha Sherman,Jerry Collins,27.09978,-82.45426,Venice,US,New York,False,False,True,panicking
2006-10-02,2006-11-14,Angela Chen,William Wood,-25.42944,-50.00639,Palmeira,BR,Sao Paulo,False,False,True,fleeing
1991-07-23,1991-08-26,Katelyn Collins,Natalie Jordan,41.16704,-73.20483,Bridgeport,US,New York,False,True,True,happy
1994-08-20,1994-09-09,Denise Wright,Jeanette Martinez,35.74788,-95.36969,Muskogee,US,Chicago,False,True,True,scared
2016-11-30,2017-01-18,Candice Perez,James Anderson,40.68066,-73.47429,Massapequa,US,New York,False,False,True,insulting
2001-05-07,2001-06-13,Nancy Wright,Loretta Wood,-22.57306,-47.1725,Artur Nogueira,BR,Sao Paulo,False,False,True,scared
2016-12-22,2016-12-27,Jennifer Mathews,Jeffrey Bush,20.22816,-103.5687,Zacoalco de Torres,MX,Mexico City,False,True,True,over-complimenting
1985-08-08,1985-08-18,Patrick Bell,Rebecca Russell,41.85059,-87.882,Westchester,US,Chicago,False,True,True,accusatory
2017-04-17,2017-05-10,Erik Pierce,Brian Thomas,26.18924,-98.15529,San Juan,US,Chicago,True,False,True,worried
1989-12-12,1989-12-30,Richard Horton,Laura Parks,-8.66667,-35.71667,Catende,BR,Recife,False,True,True,panicking
2007-04-19,2007-05-15,Mariah Mullen,Alexa Flores,20.21322,-100.88023,Salvatierra,MX,Mexico City,False,False,True,fleeing
2018-01-21,2018-03-10,Casey Wilson,Alexis Conway PhD,32.5007,-94.74049,Longview,US,Chicago,False,False,True,over-complimenting
2007-03-04,2007-03-07,Jamie Allison,Patricia Edwards,9.92787,-84.13722,San Rafael,CR,Costa Rica,False,False,False,happy
1998-12-23,1999-01-12,Todd Moon,Wesley Horton,32.44874,-99.73314,Abilene,US,Chicago,False,True,True,scared
2013-01-26,2013-03-20,Christopher Martin,Matthew Wagner,35.25064,-91.73625,Searcy,US,Chicago,False,True,True,talkative
2016-08-20,2016-09-24,Victor Brown,Michelle Jarvis,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,True,True,paranoid
2015-11-10,2015-11-17,Timothy Thomas,Ryan Wilkinson,33.98154,-81.23621,Lexington,US,New York,False,True,True,over-complimenting
1999-12-19,2000-01-12,Jessica Walker,Garrett Moore,-3.20333,-52.20639,Altamira,BR,Santarem,False,False,True,out-of-control
2000-07-27,2000-08-06,Jeffrey Powell,Nicole Adams,33.52253,-117.70755,Laguna Niguel,US,Los Angeles,False,False,True,insulting
2018-09-06,2018-10-07,Kelly Smith,Larry Wiggins,33.95015,-118.03917,South Whittier,US,Los Angeles,False,False,True,over-complimenting
2021-12-24,2022-02-01,Craig Gallagher,Michael Barron,33.54428,-84.23381,Stockbridge,US,New York,False,True,True,talkative
2003-02-09,2003-04-02,Michael Jefferson,Sara Chavez,5.6561,-75.87877,Andes,CO,Bogota,True,True,True,evasive
1988-11-27,1988-12-26,Nathaniel Rodriguez,Zachary Moore,38.54491,-121.74052,Davis,US,Los Angeles,False,False,True,out-of-control
2000-04-22,2000-04-28,Antonio Gill,Kathy Meadows,-22.57306,-47.1725,Artur Nogueira,BR,Sao Paulo,False,False,True,worried
1995-06-10,1995-07-08,John Gill,Brandi Jones,19.04222,-98.11889,Casa Blanca,MX,Mexico City,False,True,True,sad
1998-05-21,1998-06-02,Mr. James Richard,Mr. Rodney Franco,8.79577,-75.69947,San Carlos,CO,Bogota,False,True,True,friendly
2006-03-01,2006-03-15,Richard Gutierrez Jr.,Monica Davis,8.88988,-79.62603,Veracruz,PA,Panama,False,True,True,panicking
2012-12-14,2013-01-06,Kyle Beard,Maria Tucker,40.5576,-74.28459,Woodbridge,US,New York,False,False,True,tense
2020-09-08,2020-09-19,Hayley Brown,Brittany Burnett,44.27804,-88.27205,Kaukauna,US,Chicago,False,True,True,accusatory
2009-05-28,2009-05-30,Alejandra Pierce,Jacob Salazar,27.09978,-82.45426,Venice,US,New York,False,True,True,worried
1985-06-18,1985-08-14,Matthew Johnson,Hunter Lee,10.66668,-61.51889,Port of Spain,TT,Port of Spain,False,False,True,panicking
2016-12-15,2017-01-13,Jason Hawkins,Regina Henderson,-28.81833,-52.51028,Soledade,BR,Sao Paulo,False,True,True,tense
1997-07-13,1997-07-17,Karen Webb,Melvin Hansen,13.70167,-89.10944,Ilopango,SV,El Salvador,False,True,True,insulting
2003-12-20,2004-01-01,Curtis Nguyen,Jessica Conway,9.92787,-84.13722,San Rafael,CR,Costa Rica,False,True,True,panicking
1993-10-27,1993-12-12,Benjamin Davis,Angela Johnson,33.44872,-86.78777,Vestavia Hills,US,Chicago,False,True,True,friendly
2007-11-29,2007-12-19,Christopher Doyle,Kathleen Castro,41.66394,-83.55521,Toledo,US,New York,False,False,False,silent
2013-06-03,2013-06-25,Amy Vazquez,Gina Howard,8.62261,-70.20749,Barinas,VE,Caracas,False,True,True,accusatory
1997-08-07,1997-10-04,Jonathon Roberts,Mackenzie Gilbert,-14.66463,-52.35558,Nova Xavantina,BR,Cuiaba,False,True,False,lonely
2009-12-05,2010-01-13,Melissa Cole,Michael Mercer,-23.44361,-51.87389,Sarandi,BR,Sao Paulo,False,True,True,fleeing
1985-11-07,1985-11-16,Chloe Shepherd,Melvin Hansen,35.25064,-91.73625,Searcy,US,Chicago,False,True,True,over-complimenting
2021-12-22,2022-01-30,Katie Carter,Kaitlyn Johns,37.52487,-77.55777,Bon Air,US,New York,False,True,True,out-of-control
1996-11-09,1996-11-12,Tammy Logan,Garrett Moore,46.23899,-63.13414,Charlottetown,CA,Halifax,False,True,True,unhappy
2004-08-27,2004-09-17,Michelle Mccoy,Laura Cook,33.44872,-86.78777,Vestavia Hills,US,Chicago,False,False,True,tense
2010-06-18,2010-07-18,Andrew Dennis,Darren Simpson,47.76232,-122.2054,Bothell,US,Los Angeles,False,False,True,sad
2001-02-27,2001-03-01,Jack Perez,Laura Oconnor,35.61452,-88.81395,Jackson,US,Chicago,False,True,False,complaining
1997-12-20,1998-02-14,Kelly Davis,Tamara Hall,47.76232,-122.2054,Bothell,US,Los Angeles,False,True,True,worried
2020-11-06,2020-12-01,Brandon Reynolds,Logan Duncan,20.21322,-100.88023,Salvatierra,MX,Mexico City,False,True,True,out-of-control
1999-04-09,1999-05-06,Bridget Conley,Allen Baker,-27.4338,-65.61427,Aguilares,AR,Argentina,False,False,True,sad
1995-01-28,1995-03-16,Tyler Chan,Rebecca Rodriguez,41.16704,-73.20483,Bridgeport,US,New York,True,True,True,lonely
2014-01-11,2014-01-16,Donald Rivera,Michael Sims,39.08367,-84.50855,Covington,US,New York,False,False,True,over-complimenting
2008-06-05,2008-06-27,Joseph Watson,Kaitlyn Johns,-30.60106,-71.19901,Ovalle,CL,Santiago,False,False,True,paranoid
1998-03-14,1998-03-28,John Lane,Sarah Reynolds,40.65995,-111.99633,Kearns,US,Denver,False,True,True,complaining
2021-06-10,2021-07-22,Mary Turner,Jacob Salazar,40.57788,-73.95958,Brighton Beach,US,New York,False,False,True,paranoid
1987-09-08,1987-10-05,Ryan Zuniga,Mr. Shannon Sharp,-3.14306,-58.44417,Itacoatiara,BR,Manaus,False,True,True,scared
2017-11-01,2017-12-08,Paige Cruz,Rebecca Rodriguez,42.4251,-71.06616,Malden,US,New York,False,True,True,complaining
2017-05-20,2017-06-28,Karen Nielsen,Jennifer Cook,28.90054,-81.26367,Deltona,US,New York,False,True,True,friendly
1999-05-12,1999-05-23,Thomas James,Tamara Hall,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,False,True,accusatory
2011-05-09,2011-06-06,Yesenia Jenkins,Dr. Crystal Mccormick,47.64995,-117.23991,Opportunity,US,Los Angeles,False,True,True,complaining
1996-08-07,1996-09-30,Heidi Jimenez,Brittany Henderson,20.28527,-103.42897,Jocotepec,MX,Mexico City,False,True,True,accusatory
2006-10-10,2006-11-16,Travis Vasquez,Julia Reynolds,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,True,True,tense
1999-07-26,1999-07-27,John Reed,Larry Wiggins,20.21322,-100.88023,Salvatierra,MX,Mexico City,False,True,True,talkative
2014-03-21,2014-04-04,Andrea Melendez,Joseph Ramirez,39.32011,-76.51552,Rosedale,US,New York,False,True,True,happy
2004-05-29,2004-06-30,Kerry Wood,Rebecca Russell,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,True,True,silent
2021-02-23,2021-03-22,Anthony Montoya,Christopher Morrison,41.0051,-73.78458,Scarsdale,US,New York,False,True,True,lonely
1992-02-18,1992-02-19,Nicholas Kirk,Dr. Gregory Gibson,10.66668,-61.51889,Port of Spain,TT,Port of Spain,False,False,True,oblivious
1998-03-24,1998-05-18,Tammy Miller,Nicholas Rowe,37.52487,-77.55777,Bon Air,US,New York,False,True,True,confessing
2010-03-31,2010-04-27,Mark Castillo,Shelly Espinoza,38.06084,-97.92977,Hutchinson,US,Chicago,False,True,True,friendly
1999-05-31,1999-06-16,Michael Smith,Deborah Holden,40.34912,-111.90466,Saratoga Springs,US,Denver,False,True,True,sad
1990-09-30,1990-10-01,Elizabeth Mcgee,Jennifer Shannon,33.52253,-117.70755,Laguna Niguel,US,Los Angeles,False,False,True,over-complimenting
2000-02-15,2000-03-10,Jason Clarke,Logan Duncan,-21.42917,-45.94722,Alfenas,BR,Sao Paulo,False,True,True,silent
2013-11-17,2013-11-30,Jonathan Reed,Stephanie Mcmillan,-25.42944,-50.00639,Palmeira,BR,Sao Paulo,True,True,True,sad
2018-09-29,2018-11-03,Joseph Green,David Murphy,-16.25,-69.08333,Yunguyo,PE,Lima,False,True,True,talkative
2001-02-19,2001-04-04,Kyle Bean,Nancy White,-31.25033,-61.4867,Rafaela,AR,Argentina,False,False,True,silent
2000-06-25,2000-07-01,Jake Mason,Jacob Carlson,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,False,True,talkative
1985-06-23,1985-07-29,Scott Fox,Christopher Smith,36.91023,-121.75689,Watsonville,US,Los Angeles,False,False,True,unhappy
2003-12-16,2004-01-23,Lauren Tyler,Martin Diaz,34.14251,-118.25508,Glendale,US,Los Angeles,False,True,True,silent
2011-01-25,2011-03-12,Sandy Johnson,Edward Anderson,53.51684,-113.3187,Sherwood Park,CA,Edmonton,False,False,True,complaining
1997-01-24,1997-03-01,Sarah Tran,Michael Riddle,40.72816,-74.07764,Jersey City,US,New York,False,True,True,friendly
2003-11-19,2003-11-26,Amber Nolan,Mrs. Amy Munoz PhD,39.71734,-74.96933,Sicklerville,US,New York,False,True,True,insulting
1986-01-25,1986-02-11,Roberto Mcpherson,Kaitlyn Booker,41.9001,-71.08977,Taunton,US,New York,False,False,True,unhappy
2003-11-26,2003-12-29,Elizabeth Holmes,Tiffany Morrison,28.15112,-82.46148,Lutz,US,New York,False,False,True,worried
2003-02-22,2003-04-21,Elizabeth Brown,Dominic Peters,40.93121,-73.89875,Yonkers,US,New York,False,False,True,worried
2016-10-07,2016-10-20,Bradley Turner,Dawn Simmons,29.84576,-90.10674,Estelle,US,Chicago,False,False,True,sad
1996-08-21,1996-09-01,Hannah Hunter,Casey Wheeler,18.00747,-76.78319,New Kingston,JM,Jamaica,False,False,True,over-complimenting
2002-07-08,2002-08-02,Kelly Smith,Teresa Diaz,34.14251,-118.25508,Glendale,US,Los Angeles,False,True,False,complaining
2005-01-04,2005-03-01,Joseph Lane,Alison Peterson,31.84568,-102.36764,Odessa,US,Chicago,False,True,True,scared
1995-02-12,1995-04-09,Denise Hernandez,Micheal Thomas,5.20856,-74.73584,Honda,CO,Bogota,True,False,True,accusatory
2013-06-08,2013-06-14,Brandon Spencer,Julia Reynolds,47.76232,-122.2054,Bothell,US,Los Angeles,False,False,True,tense
1996-04-13,1996-04-16,Nancy Johnson,David Harrington,20.14298,-77.43532,Media Luna,CU,Havana,False,True,True,hostile
2021-09-05,2021-10-30,Ruth Jimenez,Laura Oconnor,33.95015,-118.03917,South Whittier,US,Los Angeles,False,True,True,hostile
2003-08-15,2003-09-06,Michael Washington,Regina Henderson,49.88307,-119.48568,Kelowna,CA,Vancouver,False,True,False,hostile
2021-06-05,2021-07-20,Derrick Robles,William Zuniga,15.48131,-86.57415,Olanchito,HN,Tegucigalpa,True,True,True,accusatory
2002-09-28,2002-10-07,Marie Sanchez,Melvin Hansen,27.09978,-82.45426,Venice,US,New York,False,False,True,scared
2015-12-05,2016-01-11,Jacob Frazier,Jeanette Best,41.57721,-93.71133,West Des Moines,US,Chicago,True,True,True,out-of-control
2004-06-15,2004-06-19,John Morales,Ray Hall,36.06523,-119.01677,Porterville,US,Los Angeles,False,True,True,tense
2005-12-16,2006-02-07,Wayne Bowers,Sharon Young,13.70167,-89.10944,Ilopango,SV,El Salvador,False,False,True,fleeing
1985-12-17,1986-01-26,Mark Lawson,Chad Chandler,-17.74431,-48.62789,Caldas Novas,BR,Sao Paulo,False,True,True,paranoid
2008-01-08,2008-01-21,Robert Reed,Jasmine Rowland,38.06084,-97.92977,Hutchinson,US,Chicago,True,False,True,hostile
1998-02-16,1998-02-20,Christian Gutierrez,Susan Thomas,45.53929,-122.38731,Troutdale,US,Los Angeles,False,True,True,over-complimenting
1992-02-19,1992-02-25,Kristin Parker,Lindsey Wheeler,37.60876,-77.37331,Mechanicsville,US,New York,False,False,False,unhappy
2003-11-01,2003-11-16,Jennifer Miller,Alvin Alvarez,33.92946,-116.97725,Beaumont,US,Los Angeles,False,True,True,tense
2001-05-22,2001-07-16,Kerry Thomas,Michelle Green,33.92946,-116.97725,Beaumont,US,Los Angeles,False,True,True,insulting
2009-06-18,2009-07-07,Derek Bradley,Andrea Watkins,45.0408,-93.263,Columbia Heights,US,Chicago,True,False,True,out-of-control
2008-11-23,2008-12-07,Michael Richards,Tiffany Patrick,42.35843,-71.05977,Boston,US,New York,False,False,True,evasive
1994-04-10,1994-05-14,David Roberts,Cynthia Carr,-27.4338,-65.61427,Aguilares,AR,Argentina,False,True,False,tense
2017-09-25,2017-10-31,David Davis,Daniel Lewis,-19.32556,-41.25528,Resplendor,BR,Sao Paulo,False,True,False,paranoid
1989-03-19,1989-04-11,Shirley Swanson,Scott Anderson Jr.,20.22816,-103.5687,Zacoalco de Torres,MX,Mexico City,False,False,False,lonely
2004-02-05,2004-03-05,Theresa Carroll,Jessica Duran,33.35283,-111.78903,Gilbert,US,Phoenix,False,False,True,tense
2021-12-29,2022-02-25,Christopher Porter,Mackenzie Gilbert,32.35126,-95.30106,Tyler,US,Chicago,False,False,True,injured
2015-12-30,2016-01-28,Debbie Hill,Brandon Miller,47.80527,-122.24064,Bothell West,US,Los Angeles,False,True,True,panicking
1992-12-22,1992-12-22,Marie Turner,Alexandra Jones,36.61033,-88.31476,Murray,US,Chicago,False,True,False,insulting
1997-09-12,1997-10-29,Adam Bennett,Cynthia Moore,33.93113,-117.54866,Norco,US,Los Angeles,False,False,True,injured
2015-09-20,2015-10-07,Brianna Rodgers,Nicholas Rowe,19.32932,-98.1664,Contla,MX,Mexico City,True,True,True,oblivious
2004-05-03,2004-06-13,Joanne Williams,Misty Young,40.82232,-74.15987,Nutley,US,New York,False,False,True,happy
2004-04-20,2004-05-10,Mr. Michael Wood,Sarah Peters,46.23899,-63.13414,Charlottetown,CA,Halifax,False,True,True,talkative
1993-09-23,1993-10-08,Melinda Collins,Michael Tate,41.84364,-87.71255,South Lawndale,US,Chicago,False,False,True,unhappy
2006-02-21,2006-03-11,Margaret Vasquez,Kimberly Gibson,43.86682,-79.2663,Markham,CA,Toronto,False,True,True,silent
2003-04-18,2003-04-22,Nicole Taylor,Donald Miller,18.42745,-67.15407,Aguadilla,PR,Puerto Rico,False,True,True,worried
2005-08-28,2005-09-02,Brian Fox,Thomas Hamilton,47.64995,-117.23991,Opportunity,US,Los Angeles,False,True,True,fleeing
2007-12-09,2008-01-13,Jennifer Johnson,Stephanie Mcmillan,43.86682,-79.2663,Markham,CA,Toronto,False,False,True,complaining
1990-01-28,1990-02-26,John Valdez,Tammy Lutz,41.55815,-73.0515,Waterbury,US,New York,False,False,True,over-complimenting
2014-06-18,2014-06-25,Andrew Knapp,Linda Porter DVM,6.46838,-73.26022,Socorro,CO,Bogota,False,True,False,injured
1986-05-28,1986-07-05,Shannon Weaver,James Anderson,40.65995,-111.99633,Kearns,US,Denver,False,True,True,paranoid
1997-05-11,1997-05-30,Kristina Houston,Destiny Peterson,41.84364,-87.71255,South Lawndale,US,Chicago,False,False,True,lonely
2002-07-04,2002-07-06,Amy Hancock,Sheri Chapman,-25.42944,-50.00639,Palmeira,BR,Sao Paulo,False,True,True,worried
1997-11-29,1998-01-26,Erin Bradshaw,Connie Ramos,-15.675,-38.94722,Canavieiras,BR,Bahia,True,True,True,scared
2002-07-07,2002-07-30,Dylan Roberts,Rita Johnson,23.04419,-82.00919,Jaruco,CU,Havana,False,True,True,worried
2013-05-19,2013-07-05,Peter Graham,Adam Smith,-28.81833,-52.51028,Soledade,BR,Sao Paulo,False,False,True,insulting
1995-04-07,1995-06-02,Judy Ibarra DDS,Karen Weber,33.76446,-117.79394,North Tustin,US,Los Angeles,False,False,True,happy
1989-08-19,1989-08-24,Alex Gibson,Sandra Ramos,42.97086,-82.42491,Port Huron,US,Detroit,False,True,True,tense
2012-08-09,2012-08-12,Jorge Rice,Gabrielle Mendez,46.1351,-60.1831,Sydney,CA,Glace Bay,False,True,True,silent
1985-06-03,1985-07-07,Bailey Jones,Rachel Barnes,40.82232,-74.15987,Nutley,US,New York,False,True,True,happy
1991-07-02,1991-07-31,John Booker,Sarah Brown,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,False,True,lonely
1994-09-03,1994-09-03,Noah Johnson,Garrett Allen,33.52253,-117.70755,Laguna Niguel,US,Los Angeles,True,False,True,sad
1993-12-09,1993-12-09,Jordan Mcgee,Lindsey Hoover,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,False,True,silent
2007-01-04,2007-03-03,Christian Davis,Diana Torres,43.16547,-77.70066,Gates-North Gates,US,New York,False,False,True,tense
2019-06-25,2019-07-24,Jennifer Walker,Robert Merritt,42.8334,-80.38297,Norfolk County,CA,Toronto,False,False,True,tense
2007-06-30,2007-07-09,Larry Welch,Latasha Norris,19.04222,-98.11889,Casa Blanca,MX,Mexico City,False,False,True,accusatory
2016-09-14,2016-10-20,Erik Flores,Jeremy Mccullough,13.73417,-89.71472,Sonzacate,SV,El Salvador,False,False,True,oblivious
2005-03-05,2005-04-18,Lindsay Castillo,Rita Johnson,-3.74912,-73.25383,Iquitos,PE,Lima,False,True,True,evasive
1994-05-18,1994-06-04,Brittany Wilson,Stephanie Taylor,19.04222,-98.11889,Casa Blanca,MX,Mexico City,True,True,True,panicking
1995-05-19,1995-07-07,Stephanie Cummings,Michael Higgins,41.75338,-86.11084,Granger,US,Indiana,False,True,False,paranoid
1990-08-20,1990-09-11,Hannah Fleming,Allen Lawrence,45.16024,-93.08883,Lino Lakes,US,Chicago,False,True,True,unhappy
2017-03-06,2017-04-25,Joy Smith,Lucas Kirk,41.50343,-74.01042,Newburgh,US,New York,True,False,True,silent
1990-09-20,1990-09-21,Robert Williams,Rita Johnson,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,False,True,out-of-control
2016-11-18,2016-12-18,Christopher Oconnor,Brandy Mendez,43.61062,-72.97261,Rutland,US,New York,False,False,True,talkative
1991-08-24,1991-09-22,Paula Ross,Laura Parks,9.15093,-79.62098,Chilibre,PA,Panama,False,True,True,oblivious
2018-10-24,2018-11-03,Kellie Lloyd,Patricia Perez,33.44872,-86.78777,Vestavia Hills,US,Chicago,False,True,True,unhappy
1987-06-17,1987-06-22,Tabitha Roberts,Erik Gibson,38.91817,-78.19444,Front Royal,US,New York,False,True,True,out-of-control
2019-02-01,2019-03-29,Rachel French,Kendra Miller,-34.64167,-60.47389,Chacabuco,AR,Argentina,True,True,True,unhappy
2019-09-19,2019-10-11,Sarah Evans,James Whitehead,-10.91722,-37.65,Lagarto,BR,Maceio,False,False,True,hostile
2010-04-24,2010-06-09,Linda Leonard,Veronica Richards,17.94979,-94.91386,Acayucan,MX,Mexico City,False,True,True,over-complimenting
2006-10-20,2006-12-03,Kathleen Richard,Mark Williams,-17.74431,-48.62789,Caldas Novas,BR,Sao Paulo,True,False,True,unhappy
1999-05-08,1999-06-17,Meghan Francis,Jeffrey Bush,20.74122,-100.44843,Santa Rosa Jauregui,MX,Mexico City,False,True,True,lonely
1996-10-05,1996-10-17,Timothy Graves,Jeffery Blair,-22.97056,-46.99583,Valinhos,BR,Sao Paulo,True,True,False,sad
1996-07-31,1996-09-03,Sandra Moore,Daniel Moore,43.86682,-79.2663,Markham,CA,Toronto,False,True,True,silent
1993-10-20,1993-11-18,Raymond Wright,Denise Kramer,34.09668,-117.71978,Claremont,US,Los Angeles,False,True,True,worried
2007-12-08,2007-12-16,Tanya Hall,Robert Meyer,40.65995,-111.99633,Kearns,US,Denver,False,True,True,panicking
1986-10-07,1986-11-20,Austin Wilson,Christopher Miller,-22.97056,-46.99583,Valinhos,BR,Sao Paulo,False,False,True,unhappy
2007-07-22,2007-08-09,Kristie Wagner,Judith Meyer,41.75338,-86.11084,Granger,US,Indiana,False,False,True,over-complimenting
1998-08-11,1998-09-05,Mr. Roger Howell,Sharon Young,41.0051,-73.78458,Scarsdale,US,New York,True,False,False,lonely
1992-05-27,1992-06-02,Christopher Mueller,Brian Hickman,-3.14306,-58.44417,Itacoatiara,BR,Manaus,False,True,True,complaining
2015-02-06,2015-03-18,Jessica Reyes,Justin White,41.24255,-82.61573,Norwalk,US,New York,True,True,True,fleeing
2016-11-09,2016-12-18,Michael Brown,Sue Norman DVM,34.95303,-120.43572,Santa Maria,US,Los Angeles,False,True,False,unhappy
2000-09-05,2000-10-18,Russell Vance,Eric French,40.64621,-73.97069,Kensington,US,New York,False,False,True,oblivious
