sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
2014-05-25,2014-07-18,Christopher Anderson,Logan Duncan,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,True,False,True,sad
2011-03-23,2011-04-10,Laura Adkins,Tracy Young,34.4833,136.84186,Toba,JP,Tokyo,True,True,True,hostile
1989-07-14,1989-07-28,William Mccarthy,Charles Leonard,31.78336,35.23388,East Jerusalem,PS,Hebron,False,False,True,complaining
1996-05-04,1996-05-05,Henry Morrow,Regina Henderson,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,True,True,insulting
2005-04-29,2005-06-07,Curtis Jackson,Eddie Hall,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,happy
1999-10-03,1999-11-25,Dawn Potter,Nicole Adams,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,True,True,True,panicking
1988-07-25,1988-07-28,Alexander Hickman,Crystal Kelly,27.55898,68.21204,Larkana,PK,Karachi,False,False,True,out-of-control
1992-03-11,1992-05-01,Peter Burns,Justin Whitehead,40.66482,122.22833,Yingkou,CN,Shanghai,True,False,True,confessing
2009-03-12,2009-03-13,Frank Schwartz,Glenn Li,25.92493,73.66633,Sojat,IN,Kolkata,False,True,True,sad
2015-12-26,2016-01-30,Kathleen Kennedy,Donna Martin,32.87533,71.57118,Daud Khel,PK,Karachi,False,False,True,worried
2006-04-07,2006-04-08,Steven Knapp,Jamie Price,38.45598,48.87498,Astara,AZ,Baku,True,True,False,worried
1986-08-01,1986-09-24,Jacob West,Elizabeth Martinez,8.56697,123.33471,Dipolog,PH,Manila,False,True,False,confessing
1993-07-29,1993-09-04,Ryan Weeks,Jeanette Martinez,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,True,fleeing
2013-12-11,2014-01-28,Eric Walker,Susan Bowers,20.88197,85.83334,Bhuban,IN,Kolkata,False,True,True,out-of-control
2008-02-17,2008-03-03,Kevin Mccoy,David Murphy,21.53889,71.57737,Gariadhar,IN,Kolkata,False,True,True,complaining
2010-12-30,2011-02-23,Chelsea Carroll,Stephanie Mcmillan,34.5624,38.28402,Tadmur,SY,Damascus,False,False,True,panicking
1995-09-25,1995-11-20,Anthony Jefferson,Jeffrey Bush,14.62072,74.83554,Sirsi,IN,Kolkata,False,True,True,scared
1985-12-28,1986-01-31,Amy Lewis,John Hayes,26.44931,91.61356,Rangia,IN,Kolkata,False,True,True,accusatory
2022-06-22,2022-06-22,Aaron Ballard,Brooke Crawford,33.4425,129.96972,Karatsu,JP,Tokyo,False,True,True,accusatory
2013-04-10,2013-05-07,Patricia Obrien,Nicole Hinton,41.29444,69.67639,Parkent,UZ,Tashkent,False,False,False,scared
2011-05-17,2011-07-12,Charles Mercado,Matthew Young,37.65639,126.835,Goyang-si,KR,Seoul,False,False,True,silent
2017-10-07,2017-11-16,Matthew Reese,Latasha Norris,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,True,True,silent
2010-09-20,2010-10-19,Brandon Crawford,Daniel Brown,16.68911,98.50893,Myawadi,MM,Yangon,False,False,True,over-complimenting
1994-12-19,1995-01-10,Amy Wolfe,James Brock,35.20889,111.73861,Changzhi,CN,Shanghai,False,True,True,talkative
1998-04-09,1998-04-24,Kayla Brown,Aaron Nguyen,46.08333,122.08333,Ulanhot,CN,Shanghai,False,True,True,worried
1992-04-23,1992-05-25,David Miller,James Whitehead,16.06213,76.0586,Hungund,IN,Kolkata,False,True,True,happy
1992-10-26,1992-11-03,Paul Hartman,Valerie Griffin,34.65918,109.22921,Yanliang,CN,Shanghai,False,True,True,happy
2011-01-14,2011-01-31,Tom Porter,Garrett Allen,32.57756,71.52847,Mianwali,PK,Karachi,False,False,True,friendly
2009-11-21,2009-12-24,Andrew Johnson,Kathleen Castro,30.46907,70.96699,Kot Addu,PK,Karachi,False,False,True,paranoid
2002-06-04,2002-07-09,Sara King,Charles Mitchell,32.55531,76.12647,Chamba,IN,Kolkata,False,True,True,injured
2012-10-24,2012-11-09,Shirley Barker,Holly Chapman,12.35275,121.06761,San Jose,PH,Manila,False,True,True,worried
1995-02-04,1995-02-10,Mark Duke,Logan Duncan,18.18158,76.03889,Osmanabad,IN,Kolkata,False,False,True,accusatory
2015-05-17,2015-06-11,Robert Mckenzie,Brian Hickman,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,out-of-control
1999-08-05,1999-09-26,Heather Kelly,Isabel Webb,35.85,117.7,Dongdu,CN,Shanghai,False,True,True,tense
2016-04-20,2016-06-04,Amy Richardson,Katelyn Garcia,12.04161,75.35927,Talipparamba,IN,Kolkata,False,True,True,panicking
1995-03-11,1995-03-19,Dr. Jasmine Leonard DVM,Annette Barrett,15.5439,73.7553,Calangute,IN,Kolkata,False,False,True,accusatory
2002-10-20,2002-11-23,Robin Flores,Joseph Nguyen,34.5624,38.28402,Tadmur,SY,Damascus,False,True,True,tense
1998-10-17,1998-11-20,Dr. Jeremy Montgomery,Paul Garner,32.17629,75.06583,Fazilpur,PK,Karachi,False,True,True,friendly
1991-02-03,1991-03-29,Jason Hernandez,Paul Garner,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,True,out-of-control
2010-04-12,2010-05-21,Kimberly Ray,Casey Wheeler,37.65181,120.33063,Longgang,CN,Shanghai,False,True,True,out-of-control
2003-12-26,2004-01-27,William Moore,Nicholas Powell,41.09246,45.36561,Qazax,AZ,Baku,False,False,True,out-of-control
2015-09-10,2015-10-15,Marilyn Price,Valerie Griffin,24.05979,77.40858,Leteri,IN,Kolkata,False,True,False,sad
2011-04-11,2011-04-29,Dr. Joseph Pena,Theresa Patterson,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,False,True,confessing
1995-12-03,1996-01-26,Erin Blackwell,Kenneth Gutierrez,12.97389,123.99333,Sorsogon,PH,Manila,False,False,True,injured
2006-03-05,2006-03-20,Jonathan Wagner,Natalie Jordan,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,False,False,False,scared
2018-11-18,2018-12-17,Holly Andersen,Deborah Holden,36.19278,117.65694,Laiwu,CN,Shanghai,False,False,True,injured
1997-01-15,1997-02-19,Michael Hill,Wesley Horton,6.25947,102.05461,Tak Bai,TH,Bangkok,False,True,True,sad
1987-09-04,1987-11-02,Charles Lawson,Jennifer Hoffman,32.65246,51.67462,Isfahan,IR,Tehran,False,True,True,injured
2019-12-15,2020-01-05,Christina Brooks,Jessica Rogers,41.09822,120.74792,Nanpiao,CN,Shanghai,False,False,True,lonely
2013-04-14,2013-05-03,Tracy Silva,Linda Finley,41.09822,120.74792,Nanpiao,CN,Shanghai,False,False,True,worried
2003-05-14,2003-07-11,Dr. Felicia Foster,Matthew Wagner,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,False,True,complaining
2015-07-06,2015-08-08,Kimberly Rodriguez,Sarah Peters,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,happy
1987-05-17,1987-07-15,Steven Carroll,Cynthia Carr,35.64889,117.27583,Sishui,CN,Shanghai,False,True,True,worried
2000-09-04,2000-09-22,Patrick Nelson,Natalie Jordan,44.35056,142.45778,Nayoro,JP,Tokyo,False,True,True,evasive
2004-05-04,2004-06-27,Jennifer Massey,Kari Chandler,35.82756,137.95378,Ina,JP,Tokyo,False,True,True,worried
2011-01-21,2011-01-31,Shelia Jones,Scott Anderson Jr.,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,False,True,lonely
2010-07-06,2010-08-16,Mrs. Cynthia Clark,Julia Cannon,34.08565,74.80555,Srinagar,IN,Kolkata,False,True,True,panicking
2012-06-15,2012-07-14,Corey Bishop,Zachary Moore,32.65246,51.67462,Isfahan,IR,Tehran,False,True,True,tense
1998-06-24,1998-07-05,Derek Raymond,Jamie Price,30.35028,112.19028,Jingzhou,CN,Shanghai,False,True,True,injured
1997-01-06,1997-02-19,Stacy Harris,Rachel Martin,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,True,True,worried
1992-11-02,1992-11-15,Andrew Wyatt,Megan West,31.71667,73.38333,Sangla Hill,PK,Karachi,False,True,True,friendly
2013-05-18,2013-05-21,Amber Byrd,Gordon Jimenez,14.0823,98.19151,Dawei,MM,Yangon,False,True,True,hostile
2017-01-10,2017-01-15,Jamie Downs,Michael Mueller,10.7375,122.9666,Talisay,PH,Manila,False,True,True,friendly
2007-08-06,2007-08-21,Deborah Patterson,Jerry Stephenson,35.82756,137.95378,Ina,JP,Tokyo,False,True,False,worried
1986-11-26,1986-12-26,Sheri Perez,William Joseph,38.40917,112.73333,Xinzhou,CN,Shanghai,True,False,True,hostile
1992-10-04,1992-10-29,Mr. Gabriel Norman,Sue Norman DVM,30.21121,74.4818,Malaut,IN,Kolkata,False,True,True,paranoid
2011-07-13,2011-09-07,Robyn Clark,Glenn Li,16.0438,120.4861,Manaoag,PH,Manila,True,False,True,hostile
2005-03-20,2005-04-20,Breanna Miller,Charles Mitchell,13.51825,99.95469,Damnoen Saduak,TH,Bangkok,False,False,True,hostile
1992-07-18,1992-09-03,Andrew Houston,Kayla Klein,30.81383,75.16878,Moga,IN,Kolkata,False,True,True,evasive
2012-10-04,2012-11-19,Dustin Mendoza,Christina Ball,-7.0981,109.3243,Randudongkal,ID,Jakarta,False,False,True,over-complimenting
1987-11-26,1988-01-21,Larry Simmons,Brandy Mendez,26.9423,68.11759,Tharu Shah,PK,Karachi,False,True,True,out-of-control
2002-06-16,2002-06-26,Stacey Mcclure,Daniel Moore,12.97389,123.99333,Sorsogon,PH,Manila,True,False,True,evasive
2016-02-07,2016-02-23,Andrew Williams,Denise Kramer,14.46693,75.92694,Davangere,IN,Kolkata,True,True,True,panicking
2009-04-23,2009-05-21,Mitchell Chandler,Robert Maxwell,27.0174,49.62251,Al Jubayl,SA,Riyadh,False,True,True,sad
1996-08-22,1996-09-29,Leslie Archer,Ashley Vaughn,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,panicking
2006-05-04,2006-06-25,Jeffrey Martinez,James Williams,10.31672,123.89071,Cebu City,PH,Manila,False,True,True,unhappy
1995-03-04,1995-03-16,Richard Fox,Matthew Young,-1.26424,104.09701,Simpang,ID,Jakarta,False,True,True,unhappy
1994-04-26,1994-04-30,Nicholas Little,Destiny Peterson,11.00599,77.5609,Kangayam,IN,Kolkata,False,True,False,sad
2009-09-01,2009-10-23,Jasmine Strickland,Karen Weber,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,True,True,accusatory
2008-03-17,2008-04-08,Charles Harrington,Sarah Peters,23.5654,119.58627,Magong,TW,Taipei,False,False,True,paranoid
2017-09-15,2017-10-02,Henry White,Charlene Mccormick,34.65918,109.22921,Yanliang,CN,Shanghai,False,True,False,sad
1985-09-17,1985-10-01,Miss Suzanne English PhD,Rebecca Russell,51.82721,107.60627,Ulan-Ude,RU,Irkutsk,False,True,True,oblivious
2021-12-14,2022-02-05,Robert Sosa,Brittany Burnett,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,False,True,True,fleeing
2017-02-11,2017-03-26,Richard Thomas,Jamie Martin,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,scared
2020-09-15,2020-10-10,Brian Salazar,Robert Merritt,31.96258,73.97117,Naushahra Virkan,PK,Karachi,False,False,True,insulting
1998-07-18,1998-08-14,Christopher Brown,Kenneth Stevenson,23.5654,119.58627,Magong,TW,Taipei,False,False,True,unhappy
1994-11-28,1995-01-06,Olivia Harris,Hannah Lindsey,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,oblivious
2019-09-06,2019-10-15,Jennifer Skinner,Nicole Adams,19.21667,73.08333,Dombivli,IN,Kolkata,True,True,True,evasive
2010-11-28,2010-12-04,Laura Barker,Jerry Collins,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,False,True,True,lonely
2022-05-04,2022-05-26,Joseph Chavez,Austin Summers,36.82167,128.63083,Eisen,KR,Seoul,False,False,True,unhappy
2007-05-26,2007-06-17,Kelly Lewis,Mallory Wu,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,True,True,confessing
1985-12-09,1986-01-22,Alexander Flores,Darlene Pitts,23.5654,119.58627,Magong,TW,Taipei,False,True,True,insulting
2013-04-28,2013-05-02,Steven Hawkins,Destiny Peterson,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,False,happy
2015-06-20,2015-08-10,John Carroll,Jessica Duran,27.34089,117.4831,Shaowu,CN,Shanghai,False,True,True,panicking
1998-07-09,1998-07-22,Melissa Hines,Christopher Sandoval,55.75556,60.70278,Ozersk,RU,Yekaterinburg,True,True,True,worried
1998-03-19,1998-03-26,Henry Webb,Mrs. Kristin Lopez MD,23.18,88.58,Aistala,IN,Kolkata,False,True,True,paranoid
2021-08-18,2021-09-01,Amy Diaz,Jennifer George,27.85,112.9,Xiangtan,CN,Shanghai,False,False,True,paranoid
2002-11-05,2002-11-08,Cody Paul,Brandon Miller,18.87813,72.93924,Uran,IN,Kolkata,False,True,True,paranoid
2017-11-24,2018-01-04,Donald Carlson,Allen Baker,43.41949,77.0202,Otegen Batyra,KZ,Almaty,False,True,True,friendly
1985-11-02,1985-12-14,Megan Mills,Brittany Henderson,-7.54972,110.71639,Ngemplak,ID,Jakarta,False,False,True,friendly
1999-10-09,1999-11-26,James Arias,Timothy Williams,33.14447,47.3799,Darreh Shahr,IR,Tehran,False,True,True,tense
2019-02-05,2019-02-09,Jessica Pena,Garrett Martinez,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,evasive
2021-06-08,2021-06-15,Cynthia Griffith,Kevin Contreras,33.78333,114.51667,Wacheng,CN,Shanghai,False,True,True,paranoid
2001-02-04,2001-02-14,Carlos Parker,Jasmine Rowland,29.22254,79.5286,Haldwani,IN,Kolkata,True,True,True,hostile
2008-05-06,2008-05-10,Alexandra Lewis,Christopher Ross,35.8,137.23333,Gero,JP,Tokyo,False,False,True,tense
2011-03-25,2011-05-01,Michael Pope,Rose Reed,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,True,True,lonely
1986-06-12,1986-06-12,Jodi Kelly,Barbara Bailey,24.28859,116.11768,Meizhou,CN,Shanghai,False,False,True,hostile
2016-12-06,2016-12-20,Jessica Hill,Emily Ruiz,32.61603,44.02488,Karbala,IQ,Baghdad,False,True,True,scared
2011-10-31,2011-11-25,Brittany Calderon,Christopher Morrison,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,False,True,evasive
2022-04-08,2022-05-17,James Nash,Julie Nguyen,30.35028,112.19028,Jingzhou,CN,Shanghai,True,False,True,silent
2019-03-24,2019-05-03,Tyrone Scott,Amy Moore,-7.0981,109.3243,Randudongkal,ID,Jakarta,False,False,True,unhappy
1988-08-14,1988-08-26,James Butler,Angelica Chan,22.75218,72.68533,Kheda,IN,Kolkata,True,True,True,happy
2006-04-04,2006-04-17,Mr. Jon Stone,Shelly Espinoza,23.5654,119.58627,Magong,TW,Taipei,False,True,True,accusatory
1993-10-16,1993-11-09,James Jones,Kevin Martin,51.82721,107.60627,Ulan-Ude,RU,Irkutsk,False,False,True,sad
2021-02-06,2021-03-03,Brent Pitts,Michael Smith,35.20889,111.73861,Changzhi,CN,Shanghai,False,False,True,panicking
2019-04-26,2019-06-02,Ashley Cross MD,Daniel Lewis,15.5439,73.7553,Calangute,IN,Kolkata,False,True,True,over-complimenting
1991-10-10,1991-10-26,Heather Moore,Laura Santana,37.56667,140.11667,Inawashiro,JP,Tokyo,True,False,True,sad
2014-02-28,2014-04-17,Carlos Lowe,Kimberly Perez,14.66,120.56528,Pilar,PH,Manila,False,False,True,happy
2010-06-14,2010-07-13,Peter Pearson,Laura Santana,-7.51611,109.05389,Wangon,ID,Jakarta,False,False,True,out-of-control
1996-03-24,1996-05-15,Mr. Gary Mccoy,Christine Shah,16.455,120.5875,La Trinidad,PH,Manila,False,True,True,injured
1996-08-14,1996-10-10,Michael Hoffman,Jordan Torres,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,True,True,True,friendly
2011-12-08,2012-02-02,Michael Jones,Jacob Salazar,43.41949,77.0202,Otegen Batyra,KZ,Almaty,False,False,True,worried
1992-12-03,1992-12-06,Kevin Freeman,Judith Meyer,28.88162,120.03308,Guli,CN,Shanghai,False,True,False,lonely
1986-09-23,1986-11-21,Sarah Sutton,Julian Anderson,23.9028,89.11943,Kushtia,BD,Dhaka,True,True,True,injured
1994-09-22,1994-09-28,Austin Scott,Nathaniel Jackson,36.81667,117.81667,Zhoucun,CN,Shanghai,False,False,True,complaining
2001-05-21,2001-06-01,Victoria Martinez,Tanya Conley,34.08565,74.80555,Srinagar,IN,Kolkata,False,True,True,complaining
2014-01-01,2014-03-01,Kelsey Ferrell,Susan Bowers,14.8361,120.97844,Guyong,PH,Manila,False,True,True,insulting
2007-09-05,2007-10-15,David Bates,Denise Johnson,28.88162,120.03308,Guli,CN,Shanghai,True,True,True,over-complimenting
2006-05-11,2006-06-29,Kathy Wilson,Zachary Hawkins,15.73628,75.96976,Gajendragarh,IN,Kolkata,False,True,True,tense
1997-11-04,1997-12-30,David Hansen,Darren Simpson,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,False,True,True,insulting
1986-07-10,1986-07-20,Benjamin Sheppard,Donald Pierce,10.12268,77.54372,Periyakulam,IN,Kolkata,False,True,True,panicking
2009-04-17,2009-06-06,Renee Castillo,Carrie Boone,25.13915,73.06784,Sheoganj,IN,Kolkata,False,True,True,unhappy
2015-10-11,2015-11-24,Amy Chan,Nicholas Jones,27.85,112.9,Xiangtan,CN,Shanghai,False,False,True,evasive
2002-06-09,2002-06-21,Nicole Hoffman,Jeffrey Graves MD,27.92333,118.53333,Pucheng,CN,Shanghai,False,True,True,lonely
2008-02-27,2008-03-09,Rebekah Alexander,Loretta Wood,36.82167,128.63083,Eisen,KR,Seoul,False,False,True,complaining
1992-11-29,1992-12-23,Mary Taylor,Nathaniel Jackson,37.65639,126.835,Goyang-si,KR,Seoul,False,False,True,panicking
2019-08-16,2019-08-27,Sue Gibson,Chad Chandler,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,True,True,over-complimenting
1992-10-17,1992-11-02,Bailey Cardenas,Michael Smith,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,True,False,True,friendly
2004-11-22,2004-11-29,Adam Zimmerman,Brendan Love,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,True,True,happy
1986-11-12,1986-12-29,Michael Valentine,Kaitlyn Booker,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,confessing
1996-06-02,1996-07-11,Adriana Meyer,Matthew Chavez,36.33011,138.89585,Annaka,JP,Tokyo,False,False,True,panicking
2000-02-04,2000-02-13,Tami Hill,Belinda Thompson,16.455,120.5875,La Trinidad,PH,Manila,False,False,True,panicking
2006-01-25,2006-02-06,Kimberly Browning,Mary Scott,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,True,True,insulting
2004-03-10,2004-04-18,Kristi Day,Hannah Lindsey,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,unhappy
1994-08-30,1994-09-30,John Elliott,Garrett Moore,14.95472,120.89694,Baliuag,PH,Manila,False,True,True,silent
1995-10-13,1995-11-04,Dalton Thompson,Mrs. Amy Munoz PhD,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,True,unhappy
2004-02-26,2004-03-28,Kevin Andersen,Linda Edwards,34.25,135.31667,Iwade,JP,Tokyo,False,True,True,accusatory
1991-02-08,1991-02-11,Kaitlyn Horton,Kimberly Cooper,27.85,112.9,Xiangtan,CN,Shanghai,False,False,True,over-complimenting
1988-12-13,1988-12-13,Ryan Maxwell,Kimberly Mills,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,False,friendly
2015-04-22,2015-06-15,Stacy Nelson,Sandra Ramos,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,True,False,True,panicking
1988-06-14,1988-08-11,Amy Zimmerman,Larry King,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,False,True,worried
2019-10-25,2019-10-25,Richard Harmon,Patrick Stephens,34.25,135.31667,Iwade,JP,Tokyo,False,False,False,friendly
1989-12-23,1990-02-10,Gregory Williamson,Scott Houston,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,sad
2003-05-19,2003-05-27,Dr. Jennifer Thompson,Tracy Young,25.92493,73.66633,Sojat,IN,Kolkata,False,True,True,over-complimenting
1997-05-01,1997-06-10,Troy Rodriguez,Susan Bowers,-6.48167,106.85417,Cibinong,ID,Jakarta,False,False,True,accusatory
1992-02-08,1992-03-29,Kimberly Sanders,Jerry Stephenson,31.78336,35.23388,East Jerusalem,PS,Hebron,False,True,True,injured
1987-03-07,1987-03-16,Wendy Welch,David Woodward,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,insulting
2010-11-18,2010-12-08,Erika Marquez,James Dawson,-6.91806,106.92667,Sukabumi,ID,Jakarta,False,False,True,happy
2004-07-26,2004-08-12,Jonathan Jones,James Burnett,16.68911,98.50893,Myawadi,MM,Yangon,False,True,True,out-of-control
2005-06-23,2005-07-12,Krista Sanchez,Kevin Evans,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,False,True,paranoid
2002-05-26,2002-06-15,Mario Nelson,William Barton,26.76628,83.36889,Gorakhpur,IN,Kolkata,True,False,True,worried
2007-09-07,2007-09-22,James Wilson,Beth Cuevas,14.64056,104.64992,Kantharalak,TH,Bangkok,False,False,True,paranoid
2017-12-13,2018-01-24,Melissa Taylor,Kenneth Stevenson,31.64615,120.74221,Changshu City,CN,Shanghai,True,True,True,oblivious
2006-06-09,2006-07-10,Zachary Hall,Michael Mueller,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,True,unhappy
2010-02-14,2010-03-31,Kayla Weber,Maurice Mccarthy,27.85,112.9,Xiangtan,CN,Shanghai,False,True,True,confessing
2013-11-16,2013-11-19,Susan Williams,Jeanne Green,42.64031,125.51176,Dongfeng,CN,Shanghai,False,False,True,happy
1997-03-28,1997-04-07,Monica Morrison,Christopher Ross,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,out-of-control
1990-09-07,1990-11-04,Daniel Ochoa,Jacob Carlson,27.0174,49.62251,Al Jubayl,SA,Riyadh,False,True,True,paranoid
2008-05-09,2008-06-02,Veronica Mccann,Candice Johnson,41.09822,120.74792,Nanpiao,CN,Shanghai,False,True,True,tense
2003-06-21,2003-07-24,Jesse Nelson,Natalie Jordan,21.53889,71.57737,Gariadhar,IN,Kolkata,False,False,True,friendly
2021-07-18,2021-08-17,Christian Morales,Laura Cook,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,unhappy
2011-11-16,2011-12-30,Ricky Kim,Latasha Norris,14.0823,98.19151,Dawei,MM,Yangon,False,True,True,over-complimenting
2017-01-21,2017-01-28,Lee Dixon,Kimberly Gibson,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,False,True,worried
2013-07-14,2013-08-11,Timothy Lee,Linda Edwards,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,False,True,scared
2010-06-06,2010-07-13,Troy Gonzales,Jessica Duran,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,False,True,confessing
2008-06-22,2008-07-08,Darlene Mckay,Christopher Miller,21.46527,83.97573,Sambalpur,IN,Kolkata,False,False,True,over-complimenting
1993-05-12,1993-07-06,Matthew King,Michael Maynard,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,True,True,complaining
2005-04-10,2005-04-26,Jorge Torres Jr.,Jamie Price,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,False,True,lonely
2008-04-26,2008-05-28,Dawn Wang,Julia Cannon,14.46693,75.92694,Davangere,IN,Kolkata,False,True,True,silent
2000-12-23,2001-01-24,Jean Meyers,Jennifer Cook,6.33444,124.95278,Tupi,PH,Manila,True,True,True,lonely
2013-08-23,2013-09-20,Sarah Cole,Cassidy Brown,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,True,True,evasive
1992-05-03,1992-06-13,John Williams,Jacob Santiago,41.27194,123.17306,Liaoyang,CN,Shanghai,False,True,True,insulting
1989-04-29,1989-06-07,Jacob Lee,Kyle Thomas,10.12268,77.54372,Periyakulam,IN,Kolkata,False,False,True,insulting
2006-01-13,2006-03-09,Robin Smith,Christina Krause,25.80565,68.49143,Bhit Shah,PK,Karachi,False,True,True,accusatory
1987-11-05,1987-12-01,David Hendricks,Candice Johnson,12.04161,75.35927,Talipparamba,IN,Kolkata,False,True,True,tense
2009-06-10,2009-07-03,Melvin Mendoza,Mr. Frederick Bryant,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,False,True,injured
2003-01-07,2003-01-14,Joshua Hoover,Jessica Duran,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,False,True,oblivious
2011-02-13,2011-02-27,Paul Baker,Leslie Curtis,47.83333,59.6,Shalqar,KZ,Aqtobe,True,True,True,complaining
2011-04-07,2011-05-27,Kenneth Carter,Glen Walker,36.65,138.31667,Suzaka,JP,Tokyo,False,False,True,scared
2008-08-01,2008-09-20,Terri Boyd,Rachel Martin,55.54028,89.20083,Sharypovo,RU,Krasnoyarsk,False,True,True,scared
2019-01-25,2019-02-10,Arthur Sloan,Angel Gonzales,15.5439,73.7553,Calangute,IN,Kolkata,False,False,True,oblivious
2021-06-04,2021-07-23,Amanda Reynolds,Angela Strickland,27.34089,117.4831,Shaowu,CN,Shanghai,True,False,True,fleeing
1998-11-21,1999-01-11,Mr. Jason Perez,Emily Santana,-7.57897,112.23109,Diwek,ID,Jakarta,False,True,True,oblivious
1992-09-07,1992-10-07,Cory Foster,Sharon Young,29.98869,122.20488,Zhoushan,CN,Shanghai,False,False,True,over-complimenting
2008-06-25,2008-07-28,Amy Gray,Ashley Vaughn,27.34089,117.4831,Shaowu,CN,Shanghai,True,True,True,unhappy
2018-02-08,2018-02-22,Eric Osborn,Timothy Davis,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,fleeing
2004-12-22,2005-02-09,Brittany Hoffman,Christine Shah,40.66482,122.22833,Yingkou,CN,Shanghai,False,True,True,friendly
2016-02-11,2016-03-25,Melissa Crane,Anthony Hamilton,26.11527,86.59509,Supaul,IN,Kolkata,False,True,True,happy
2014-06-06,2014-07-21,Lisa Estrada,Misty Young,27.92333,118.53333,Pucheng,CN,Shanghai,False,False,True,accusatory
1998-06-06,1998-07-31,Larry Williams,Richard Green,43.41949,77.0202,Otegen Batyra,KZ,Almaty,False,True,True,panicking
1993-02-15,1993-03-10,Samuel Mcintosh,Donna Mathis,25.92493,73.66633,Sojat,IN,Kolkata,False,False,True,lonely
1986-05-16,1986-05-31,Jeffrey Diaz,John Carlson,-7.73379,113.69785,Besuki,ID,Jakarta,False,True,True,tense
1995-01-17,1995-02-24,Zoe Martinez,David Woodward,22.75218,72.68533,Kheda,IN,Kolkata,False,True,True,lonely
2007-11-15,2007-12-18,Michaela Gamble,Donna Mathis,36.33011,138.89585,Annaka,JP,Tokyo,False,False,True,oblivious
2014-10-09,2014-10-10,Eric Hernandez DDS,Richard Reyes,47.83333,59.6,Shalqar,KZ,Aqtobe,False,True,True,complaining
2008-03-22,2008-04-28,William Hampton,Brett Scott,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,False,True,tense
1988-09-24,1988-11-13,Vanessa Reed,Bethany Chen,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,True,oblivious
1985-12-26,1986-01-16,Katrina Davidson,William Zuniga,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,paranoid
